Country,Legal Status,Citation Date,Log Price,Log Volume
Taiwan,Legal /  Banking ban,2015-10-15,"[5.4359030295006, 5.8045323777563445]","[10.810131907358478, 11.171983252877563]"
Taiwan,Legal /  Banking ban,2017-04-17,"[6.878738329911644, 7.496263905429513]","[12.256860812362278, 11.45762414918514]"
Taiwan,Legal /  Banking ban,2022-01-15,"[10.771180301772798, 10.658442184505455]","[10.783114300038692, 10.889304347058893]"
Tanzania,Legal / Use discouraged by central bank,2021-04-18,"[10.969714381060083, 10.66656416587255]","[11.338333954238184, 11.950922298080878]"
Tanzania,Legal / Use discouraged by central bank,2019-11-18,"[8.981845025318561, 8.892336539638013]","[12.968815848978021, 13.946538820370678]"
Thailand,Legal to trade and hold /  Illegal as payment tool,2022-03-23,"[10.519151455618282, 10.589333141234551]","[11.427585417803213, 19.858855726949244]"
Thailand,Legal to trade and hold /  Illegal as payment tool,2017-10-29,"[8.33634255229228, 9.200895913148184]","[11.49067985602291, 11.382361094949111]"
Thailand,Legal to trade and hold /  Illegal as payment tool,2012-05-23,[],[]
Thailand,Legal to trade and hold /  Illegal as payment tool,2017-10-30,"[8.380364941553948, 9.19399755263601]","[11.119734717737453, 12.360209039541104]"
Tonga,Legal,,[],[]
Trinidad and Tobago,Legal,2018-11-15,"[8.810653537444159, 8.079834858420998]","[11.956649285195484, 12.715747607538768]"
Trinidad and Tobago,Legal,2020-06-08,"[9.164777992899092, 9.151640771117405]","[14.214286677921642, 13.142048350720726]"
Turkey,Legal /  Banking ban,2021-04-16,"[10.983825545414255, 10.745623541932078]","[11.680640869374821, 12.101100943163551]"
Tuvalu,Legal,,[],[]
Ukraine,Legal /   Illegal to buy with local currency,2022-02-09,"[10.641421656885415, 10.564374936451054]","[11.356271654924852, 21.749307432779684]"
Ukraine,Legal /   Illegal to buy with local currency,2022-03-17,"[10.70424172353883, 10.606139420110319]","[10.939160041430364, 18.834841270427752]"
United Arab Emirates,Legal /  Banking ban,,[],[]
United Arab Emirates,Legal /  Banking ban,2018-02-12,"[9.567469212888097, 9.01318128138394]","[11.020921595444825, 12.629541378077914]"
United Arab Emirates,Legal /  Banking ban,2018-02-13,"[9.52480068546057, 9.019712412338652]","[11.351817304575471, 12.696277107091671]"
United Arab Emirates,Legal /  Banking ban,2022-02-09,"[10.641421656885415, 10.564374936451054]","[11.356271654924852, 21.749307432779684]"
United Arab Emirates,Legal /  Banking ban,2018-08-14,"[8.758239527251996, 8.776923220098448]","[12.104427441767973, 15.07680842890948]"
United Kingdom,Legal,2023-01-24,"[9.731025233337565, 10.08315141411812]","[11.797276997325554, 12.941944010299897]"
United Kingdom,Legal,,[],[]
United Kingdom,Legal,2022-03-11,"[10.700744717165106, 10.648705225387076]","[10.838011052671343, 19.360023719356672]"
United Kingdom,Legal,2022-01-15,"[10.771180301772798, 10.658442184505455]","[10.783114300038692, 10.889304347058893]"
United States,Legal,2018-06-22,"[8.92429695619291, 8.910896061491723]","[12.378343866470628, 12.226659279138563]"
United States,Legal,2017-04-22,"[6.942156705699469, 7.661244688548244]","[10.942349836798464, 12.068992104981806]"
United States,Legal,2013-11-19,"[5.226284163648205, 6.595780513961311]","[9.343121483210002, 10.731165626053679]"
United States,Legal,2014-06-01,"[6.117436186669918, 6.466455717864757]","[8.125630988477065, 8.32117830749028]"
United States,Legal,2018-08-09,"[8.7494471169584, 8.729769101380356]","[12.661184693527751, 15.056779147033907]"
United States,Legal,2018-08-13,"[8.741104447969356, 8.754318540250866]","[12.403734272829691, 14.927368073382404]"
United States,Legal,2016-09-20,"[6.364234272378004, 6.443017759408901]","[9.558176367247711, 9.949416484424528]"
United States,Legal,2019-03-22,"[8.287125725029204, 8.56474449327446]","[13.455988708289448, 13.606528754056159]"
United States,Legal,2018-08-14,"[8.758239527251996, 8.776923220098448]","[12.104427441767973, 15.07680842890948]"
Uzbekistan,Legal,,[],[]
Vanuatu,Legal,2021-03-14,"[10.765780282966482, 11.059439072029143]","[11.803578120866842, 11.74847178300148]"
Venezuela,Legal,2018-07-27,"[8.725003791532874, 8.81175653353154]","[11.801257326263507, 15.030423302328545]"
Vietnam,Legal to trade and hold /  Illegal as payment tool,2017-11-06,"[8.39746326179111, 9.528765011762477]","[10.601622274607113, 12.163060754936883]"
Vietnam,Legal to trade and hold /  Illegal as payment tool,2017-10-28,"[8.341791636087448, 9.1832980008643]","[11.432040736229764, 11.579649097013137]"
Zimbabwe,Unknown,2022-02-09,"[10.641421656885415, 10.564374936451054]","[11.356271654924852, 21.749307432779684]"
