"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,1293.818,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,1244.423,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,1275.16,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,1305.278,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,1322.19,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,1327.691,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,1297.141,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,1284.133,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,1321.139,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,1332.933,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-01","Jan-2010","NATUSD","National currency per US dollar","0","Units",,,12.8181,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-02","Feb-2010","NATUSD","National currency per US dollar","0","Units",,,12.9288,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-03","Mar-2010","NATUSD","National currency per US dollar","0","Units",,,12.5707,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-04","Apr-2010","NATUSD","National currency per US dollar","0","Units",,,12.24973,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-05","May-2010","NATUSD","National currency per US dollar","0","Units",,,12.73824,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-06","Jun-2010","NATUSD","National currency per US dollar","0","Units",,,12.717,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-07","Jul-2010","NATUSD","National currency per US dollar","0","Units",,,12.8205,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-08","Aug-2010","NATUSD","National currency per US dollar","0","Units",,,12.76864,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-09","Sep-2010","NATUSD","National currency per US dollar","0","Units",,,12.803,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-10","Oct-2010","NATUSD","National currency per US dollar","0","Units",,,12.44405,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-11","Nov-2010","NATUSD","National currency per US dollar","0","Units",,,12.33477,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2010-12","Dec-2010","NATUSD","National currency per US dollar","0","Units",,,12.38904,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-01","Jan-2011","NATUSD","National currency per US dollar","0","Units",,,12.12366,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-02","Feb-2011","NATUSD","National currency per US dollar","0","Units",,,12.06545,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-03","Mar-2011","NATUSD","National currency per US dollar","0","Units",,,11.99796,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-04","Apr-2011","NATUSD","National currency per US dollar","0","Units",,,11.70143,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-05","May-2011","NATUSD","National currency per US dollar","0","Units",,,11.653,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-06","Jun-2011","NATUSD","National currency per US dollar","0","Units",,,11.80382,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-07","Jul-2011","NATUSD","National currency per US dollar","0","Units",,,11.669,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-08","Aug-2011","NATUSD","National currency per US dollar","0","Units",,,12.231,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-09","Sep-2011","NATUSD","National currency per US dollar","0","Units",,,13.05427,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-10","Oct-2011","NATUSD","National currency per US dollar","0","Units",,,13.43848,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-11","Nov-2011","NATUSD","National currency per US dollar","0","Units",,,13.69709,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2011-12","Dec-2011","NATUSD","National currency per US dollar","0","Units",,,13.76968,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-01","Jan-2012","NATUSD","National currency per US dollar","0","Units",,,13.40286,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-02","Feb-2012","NATUSD","National currency per US dollar","0","Units",,,12.77552,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-03","Mar-2012","NATUSD","National currency per US dollar","0","Units",,,12.74282,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-04","Apr-2012","NATUSD","National currency per US dollar","0","Units",,,13.05629,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-05","May-2012","NATUSD","National currency per US dollar","0","Units",,,13.62604,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-06","Jun-2012","NATUSD","National currency per US dollar","0","Units",,,13.91376,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-07","Jul-2012","NATUSD","National currency per US dollar","0","Units",,,13.35668,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-08","Aug-2012","NATUSD","National currency per US dollar","0","Units",,,13.178,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-09","Sep-2012","NATUSD","National currency per US dollar","0","Units",,,12.9339,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-10","Oct-2012","NATUSD","National currency per US dollar","0","Units",,,12.88922,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-11","Nov-2012","NATUSD","National currency per US dollar","0","Units",,,13.06514,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2012-12","Dec-2012","NATUSD","National currency per US dollar","0","Units",,,12.86224,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-01","Jan-2013","NATUSD","National currency per US dollar","0","Units",,,12.69817,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-02","Feb-2013","NATUSD","National currency per US dollar","0","Units",,,12.71625,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-03","Mar-2013","NATUSD","National currency per US dollar","0","Units",,,12.49833,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-04","Apr-2013","NATUSD","National currency per US dollar","0","Units",,,12.21318,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-05","May-2013","NATUSD","National currency per US dollar","0","Units",,,12.31371,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-06","Jun-2013","NATUSD","National currency per US dollar","0","Units",,,12.9572,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-07","Jul-2013","NATUSD","National currency per US dollar","0","Units",,,12.76188,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-08","Aug-2013","NATUSD","National currency per US dollar","0","Units",,,12.92857,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-09","Sep-2013","NATUSD","National currency per US dollar","0","Units",,,13.07427,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-10","Oct-2013","NATUSD","National currency per US dollar","0","Units",,,12.99666,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-11","Nov-2013","NATUSD","National currency per US dollar","0","Units",,,13.07421,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2013-12","Dec-2013","NATUSD","National currency per US dollar","0","Units",,,13.00595,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-01","Jan-2014","NATUSD","National currency per US dollar","0","Units",,,13.21326,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-02","Feb-2014","NATUSD","National currency per US dollar","0","Units",,,13.2786,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-03","Mar-2014","NATUSD","National currency per US dollar","0","Units",,,13.2025,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-04","Apr-2014","NATUSD","National currency per US dollar","0","Units",,,13.06177,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-05","May-2014","NATUSD","National currency per US dollar","0","Units",,,12.93016,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-06","Jun-2014","NATUSD","National currency per US dollar","0","Units",,,12.99335,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-07","Jul-2014","NATUSD","National currency per US dollar","0","Units",,,12.96664,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-08","Aug-2014","NATUSD","National currency per US dollar","0","Units",,,13.14407,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-09","Sep-2014","NATUSD","National currency per US dollar","0","Units",,,13.23839,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-10","Oct-2014","NATUSD","National currency per US dollar","0","Units",,,13.47961,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-11","Nov-2014","NATUSD","National currency per US dollar","0","Units",,,13.622,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2014-12","Dec-2014","NATUSD","National currency per US dollar","0","Units",,,14.5353,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-01","Jan-2015","NATUSD","National currency per US dollar","0","Units",,,14.69686,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-02","Feb-2015","NATUSD","National currency per US dollar","0","Units",,,14.91772,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-03","Mar-2015","NATUSD","National currency per US dollar","0","Units",,,15.24283,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-04","Apr-2015","NATUSD","National currency per US dollar","0","Units",,,15.22827,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-05","May-2015","NATUSD","National currency per US dollar","0","Units",,,15.2665,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-06","Jun-2015","NATUSD","National currency per US dollar","0","Units",,,15.50472,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-07","Jul-2015","NATUSD","National currency per US dollar","0","Units",,,15.94103,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-08","Aug-2015","NATUSD","National currency per US dollar","0","Units",,,16.54392,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-09","Sep-2015","NATUSD","National currency per US dollar","0","Units",,,16.85139,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-10","Oct-2015","NATUSD","National currency per US dollar","0","Units",,,16.57883,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-11","Nov-2015","NATUSD","National currency per US dollar","0","Units",,,16.63821,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2015-12","Dec-2015","NATUSD","National currency per US dollar","0","Units",,,17.08014,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-01","Jan-2016","NATUSD","National currency per US dollar","0","Units",,,18.04938,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-02","Feb-2016","NATUSD","National currency per US dollar","0","Units",,,18.46209,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-03","Mar-2016","NATUSD","National currency per US dollar","0","Units",,,17.62284,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-04","Apr-2016","NATUSD","National currency per US dollar","0","Units",,,17.46795,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-05","May-2016","NATUSD","National currency per US dollar","0","Units",,,18.08295,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-06","Jun-2016","NATUSD","National currency per US dollar","0","Units",,,18.5701,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-07","Jul-2016","NATUSD","National currency per US dollar","0","Units",,,18.52283,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-08","Aug-2016","NATUSD","National currency per US dollar","0","Units",,,18.4191,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-09","Sep-2016","NATUSD","National currency per US dollar","0","Units",,,19.04943,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-10","Oct-2016","NATUSD","National currency per US dollar","0","Units",,,18.82845,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-11","Nov-2016","NATUSD","National currency per US dollar","0","Units",,,19.99669,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2016-12","Dec-2016","NATUSD","National currency per US dollar","0","Units",,,20.45695,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-01","Jan-2017","NATUSD","National currency per US dollar","0","Units",,,21.27207,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-02","Feb-2017","NATUSD","National currency per US dollar","0","Units",,,20.2188,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-03","Mar-2017","NATUSD","National currency per US dollar","0","Units",,,19.2279,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-04","Apr-2017","NATUSD","National currency per US dollar","0","Units",,,18.75637,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-05","May-2017","NATUSD","National currency per US dollar","0","Units",,,18.76033,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-06","Jun-2017","NATUSD","National currency per US dollar","0","Units",,,18.10983,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-07","Jul-2017","NATUSD","National currency per US dollar","0","Units",,,17.78123,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-08","Aug-2017","NATUSD","National currency per US dollar","0","Units",,,17.79016,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-09","Sep-2017","NATUSD","National currency per US dollar","0","Units",,,17.79284,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-10","Oct-2017","NATUSD","National currency per US dollar","0","Units",,,18.73078,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-11","Nov-2017","NATUSD","National currency per US dollar","0","Units",,,18.87773,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2017-12","Dec-2017","NATUSD","National currency per US dollar","0","Units",,,19.13987,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-01","Jan-2018","NATUSD","National currency per US dollar","0","Units",,,18.89299,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-02","Feb-2018","NATUSD","National currency per US dollar","0","Units",,,18.61147,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-03","Mar-2018","NATUSD","National currency per US dollar","0","Units",,,18.59596,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-04","Apr-2018","NATUSD","National currency per US dollar","0","Units",,,18.3221,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-05","May-2018","NATUSD","National currency per US dollar","0","Units",,,19.47356,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-06","Jun-2018","NATUSD","National currency per US dollar","0","Units",,,20.21735,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-07","Jul-2018","NATUSD","National currency per US dollar","0","Units",,,18.95361,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-08","Aug-2018","NATUSD","National currency per US dollar","0","Units",,,18.78905,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-09","Sep-2018","NATUSD","National currency per US dollar","0","Units",,,18.95896,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-10","Oct-2018","NATUSD","National currency per US dollar","0","Units",,,19.11436,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-11","Nov-2018","NATUSD","National currency per US dollar","0","Units",,,20.18624,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2018-12","Dec-2018","NATUSD","National currency per US dollar","0","Units",,,20.02231,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-01","Jan-2019","NATUSD","National currency per US dollar","0","Units",,,19.14484,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-02","Feb-2019","NATUSD","National currency per US dollar","0","Units",,,19.15143,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-03","Mar-2019","NATUSD","National currency per US dollar","0","Units",,,19.19449,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-04","Apr-2019","NATUSD","National currency per US dollar","0","Units",,,18.93698,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-05","May-2019","NATUSD","National currency per US dollar","0","Units",,,19.08361,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-06","Jun-2019","NATUSD","National currency per US dollar","0","Units",,,19.21239,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-07","Jul-2019","NATUSD","National currency per US dollar","0","Units",,,19.01641,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-08","Aug-2019","NATUSD","National currency per US dollar","0","Units",,,19.65246,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-09","Sep-2019","NATUSD","National currency per US dollar","0","Units",,,19.54335,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-10","Oct-2019","NATUSD","National currency per US dollar","0","Units",,,19.29837,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-11","Nov-2019","NATUSD","National currency per US dollar","0","Units",,,19.28695,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2019-12","Dec-2019","NATUSD","National currency per US dollar","0","Units",,,19.07966,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-01","Jan-2020","NATUSD","National currency per US dollar","0","Units",,,18.77574,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-02","Feb-2020","NATUSD","National currency per US dollar","0","Units",,,18.8019,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-03","Mar-2020","NATUSD","National currency per US dollar","0","Units",,,22.14204,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-04","Apr-2020","NATUSD","National currency per US dollar","0","Units",,,24.10105,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-05","May-2020","NATUSD","National currency per US dollar","0","Units",,,23.3341,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-06","Jun-2020","NATUSD","National currency per US dollar","0","Units",,,22.17543,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-07","Jul-2020","NATUSD","National currency per US dollar","0","Units",,,22.33604,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-08","Aug-2020","NATUSD","National currency per US dollar","0","Units",,,22.13743,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-09","Sep-2020","NATUSD","National currency per US dollar","0","Units",,,21.54995,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-10","Oct-2020","NATUSD","National currency per US dollar","0","Units",,,21.21155,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-11","Nov-2020","NATUSD","National currency per US dollar","0","Units",,,20.35438,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2020-12","Dec-2020","NATUSD","National currency per US dollar","0","Units",,,19.89076,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-01","Jan-2021","NATUSD","National currency per US dollar","0","Units",,,19.84059,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-02","Feb-2021","NATUSD","National currency per US dollar","0","Units",,,20.2357,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-03","Mar-2021","NATUSD","National currency per US dollar","0","Units",,,20.68165,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-04","Apr-2021","NATUSD","National currency per US dollar","0","Units",,,20.02527,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-05","May-2021","NATUSD","National currency per US dollar","0","Units",,,19.91764,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-06","Jun-2021","NATUSD","National currency per US dollar","0","Units",,,19.94855,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-07","Jul-2021","NATUSD","National currency per US dollar","0","Units",,,19.92552,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-08","Aug-2021","NATUSD","National currency per US dollar","0","Units",,,20.02157,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-09","Sep-2021","NATUSD","National currency per US dollar","0","Units",,,20.00173,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-10","Oct-2021","NATUSD","National currency per US dollar","0","Units",,,20.45407,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-11","Nov-2021","NATUSD","National currency per US dollar","0","Units",,,20.79525,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2021-12","Dec-2021","NATUSD","National currency per US dollar","0","Units",,,20.83254,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,20.45195,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,20.4118,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,20.49295,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,20.01257,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,19.97522,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,19.95293,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,20.47002,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,20.07446,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,20.01561,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,19.95526,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,19.42907,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,19.54255,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,18.94156,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,18.55387,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,18.32991,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,18.05797,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,17.70276,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,17.20137,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,16.86174,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,16.93789,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,17.25992,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2010-01","Jan-2010","NATUSD","National currency per US dollar","0","Units",,,1.375924,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2010-02","Feb-2010","NATUSD","National currency per US dollar","0","Units",,,1.43437,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2010-03","Mar-2010","NATUSD","National currency per US dollar","0","Units",,,1.421565,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2010-04","Apr-2010","NATUSD","National currency per US dollar","0","Units",,,1.404559,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2010-05","May-2010","NATUSD","National currency per US dollar","0","Units",,,1.436224,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2010-06","Jun-2010","NATUSD","National currency per US dollar","0","Units",,,1.446268,,
