"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-01","Jan-2010","NATUSD","National currency per US dollar","0","Units",,,1.096,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-02","Feb-2010","NATUSD","National currency per US dollar","0","Units",,,1.1287,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-03","Mar-2010","NATUSD","National currency per US dollar","0","Units",,,1.096478,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-04","Apr-2010","NATUSD","National currency per US dollar","0","Units",,,1.080636,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-05","May-2010","NATUSD","National currency per US dollar","0","Units",,,1.151571,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-06","Jun-2010","NATUSD","National currency per US dollar","0","Units",,,1.172,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-07","Jul-2010","NATUSD","National currency per US dollar","0","Units",,,1.141364,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-08","Aug-2010","NATUSD","National currency per US dollar","0","Units",,,1.1115,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-09","Sep-2010","NATUSD","National currency per US dollar","0","Units",,,1.065591,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-10","Oct-2010","NATUSD","National currency per US dollar","0","Units",,,1.020095,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-11","Nov-2010","NATUSD","National currency per US dollar","0","Units",,,1.011955,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2010-12","Dec-2010","NATUSD","National currency per US dollar","0","Units",,,1.006217,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-01","Jan-2011","NATUSD","National currency per US dollar","0","Units",,,1.003333,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-02","Feb-2011","NATUSD","National currency per US dollar","0","Units",,,0.9914,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-03","Mar-2011","NATUSD","National currency per US dollar","0","Units",,,0.9889565,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-04","Apr-2011","NATUSD","National currency per US dollar","0","Units",,,0.9447143,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-05","May-2011","NATUSD","National currency per US dollar","0","Units",,,0.9374545,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-06","Jun-2011","NATUSD","National currency per US dollar","0","Units",,,0.9419546,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-07","Jul-2011","NATUSD","National currency per US dollar","0","Units",,,0.9281428,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-08","Aug-2011","NATUSD","National currency per US dollar","0","Units",,,0.9524783,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-09","Sep-2011","NATUSD","National currency per US dollar","0","Units",,,0.9786818,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-10","Oct-2011","NATUSD","National currency per US dollar","0","Units",,,0.9861429,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-11","Nov-2011","NATUSD","National currency per US dollar","0","Units",,,0.9892727,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2011-12","Dec-2011","NATUSD","National currency per US dollar","0","Units",,,0.9877273,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-01","Jan-2012","NATUSD","National currency per US dollar","0","Units",,,0.9613182,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-02","Feb-2012","NATUSD","National currency per US dollar","0","Units",,,0.9319524,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-03","Mar-2012","NATUSD","National currency per US dollar","0","Units",,,0.95,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-04","Apr-2012","NATUSD","National currency per US dollar","0","Units",,,0.9670476,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-05","May-2012","NATUSD","National currency per US dollar","0","Units",,,1.002913,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-06","Jun-2012","NATUSD","National currency per US dollar","0","Units",,,1.001809,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-07","Jul-2012","NATUSD","National currency per US dollar","0","Units",,,0.9712273,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-08","Aug-2012","NATUSD","National currency per US dollar","0","Units",,,0.9551305,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-09","Sep-2012","NATUSD","National currency per US dollar","0","Units",,,0.96175,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-10","Oct-2012","NATUSD","National currency per US dollar","0","Units",,,0.9713478,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-11","Nov-2012","NATUSD","National currency per US dollar","0","Units",,,0.9612273,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2012-12","Dec-2012","NATUSD","National currency per US dollar","0","Units",,,0.9558572,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-01","Jan-2013","NATUSD","National currency per US dollar","0","Units",,,0.9524348,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-02","Feb-2013","NATUSD","National currency per US dollar","0","Units",,,0.97045,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-03","Mar-2013","NATUSD","National currency per US dollar","0","Units",,,0.967,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-04","Apr-2013","NATUSD","National currency per US dollar","0","Units",,,0.9641818,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-05","May-2013","NATUSD","National currency per US dollar","0","Units",,,1.011095,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-06","Jun-2013","NATUSD","National currency per US dollar","0","Units",,,1.060064,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-07","Jul-2013","NATUSD","National currency per US dollar","0","Units",,,1.090317,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-08","Aug-2013","NATUSD","National currency per US dollar","0","Units",,,1.106662,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-09","Sep-2013","NATUSD","National currency per US dollar","0","Units",,,1.07807,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-10","Oct-2013","NATUSD","National currency per US dollar","0","Units",,,1.051287,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-11","Nov-2013","NATUSD","National currency per US dollar","0","Units",,,1.071923,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2013-12","Dec-2013","NATUSD","National currency per US dollar","0","Units",,,1.11338,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-01","Jan-2014","NATUSD","National currency per US dollar","0","Units",,,1.128584,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-02","Feb-2014","NATUSD","National currency per US dollar","0","Units",,,1.115379,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-03","Mar-2014","NATUSD","National currency per US dollar","0","Units",,,1.102526,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-04","Apr-2014","NATUSD","National currency per US dollar","0","Units",,,1.073287,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-05","May-2014","NATUSD","National currency per US dollar","0","Units",,,1.074239,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-06","Jun-2014","NATUSD","National currency per US dollar","0","Units",,,1.067671,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-07","Jul-2014","NATUSD","National currency per US dollar","0","Units",,,1.064749,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-08","Aug-2014","NATUSD","National currency per US dollar","0","Units",,,1.074885,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-09","Sep-2014","NATUSD","National currency per US dollar","0","Units",,,1.104138,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-10","Oct-2014","NATUSD","National currency per US dollar","0","Units",,,1.138408,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-11","Nov-2014","NATUSD","National currency per US dollar","0","Units",,,1.156109,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2014-12","Dec-2014","NATUSD","National currency per US dollar","0","Units",,,1.213355,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-01","Jan-2015","NATUSD","National currency per US dollar","0","Units",,,1.23606,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-02","Feb-2015","NATUSD","National currency per US dollar","0","Units",,,1.283787,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-03","Mar-2015","NATUSD","National currency per US dollar","0","Units",,,1.293643,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-04","Apr-2015","NATUSD","National currency per US dollar","0","Units",,,1.294662,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-05","May-2015","NATUSD","National currency per US dollar","0","Units",,,1.264913,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-06","Jun-2015","NATUSD","National currency per US dollar","0","Units",,,1.294995,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-07","Jul-2015","NATUSD","National currency per US dollar","0","Units",,,1.347436,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-08","Aug-2015","NATUSD","National currency per US dollar","0","Units",,,1.371162,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-09","Sep-2015","NATUSD","National currency per US dollar","0","Units",,,1.417859,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-10","Oct-2015","NATUSD","National currency per US dollar","0","Units",,,1.388679,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-11","Nov-2015","NATUSD","National currency per US dollar","0","Units",,,1.397775,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2015-12","Dec-2015","NATUSD","National currency per US dollar","0","Units",,,1.379593,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-01","Jan-2016","NATUSD","National currency per US dollar","0","Units",,,1.423036,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-02","Feb-2016","NATUSD","National currency per US dollar","0","Units",,,1.403029,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-03","Mar-2016","NATUSD","National currency per US dollar","0","Units",,,1.336597,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-04","Apr-2016","NATUSD","National currency per US dollar","0","Units",,,1.30447,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-05","May-2016","NATUSD","National currency per US dollar","0","Units",,,1.36607,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-06","Jun-2016","NATUSD","National currency per US dollar","0","Units",,,1.352016,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-07","Jul-2016","NATUSD","National currency per US dollar","0","Units",,,1.328806,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-08","Aug-2016","NATUSD","National currency per US dollar","0","Units",,,1.311563,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-09","Sep-2016","NATUSD","National currency per US dollar","0","Units",,,1.316802,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-10","Oct-2016","NATUSD","National currency per US dollar","0","Units",,,1.312955,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-11","Nov-2016","NATUSD","National currency per US dollar","0","Units",,,1.327318,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2016-12","Dec-2016","NATUSD","National currency per US dollar","0","Units",,,1.361386,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-01","Jan-2017","NATUSD","National currency per US dollar","0","Units",,,1.343143,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-02","Feb-2017","NATUSD","National currency per US dollar","0","Units",,,1.304207,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-03","Mar-2017","NATUSD","National currency per US dollar","0","Units",,,1.3118,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-04","Apr-2017","NATUSD","National currency per US dollar","0","Units",,,1.326313,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-05","May-2017","NATUSD","National currency per US dollar","0","Units",,,1.345316,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-06","Jun-2017","NATUSD","National currency per US dollar","0","Units",,,1.323251,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-07","Jul-2017","NATUSD","National currency per US dollar","0","Units",,,1.283702,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-08","Aug-2017","NATUSD","National currency per US dollar","0","Units",,,1.26299,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-09","Sep-2017","NATUSD","National currency per US dollar","0","Units",,,1.254451,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-10","Oct-2017","NATUSD","National currency per US dollar","0","Units",,,1.283708,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-11","Nov-2017","NATUSD","National currency per US dollar","0","Units",,,1.311527,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2017-12","Dec-2017","NATUSD","National currency per US dollar","0","Units",,,1.308192,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-01","Jan-2018","NATUSD","National currency per US dollar","0","Units",,,1.259082,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-02","Feb-2018","NATUSD","National currency per US dollar","0","Units",,,1.269179,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-03","Mar-2018","NATUSD","National currency per US dollar","0","Units",,,1.288567,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-04","Apr-2018","NATUSD","National currency per US dollar","0","Units",,,1.300204,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-05","May-2018","NATUSD","National currency per US dollar","0","Units",,,1.328595,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-06","Jun-2018","NATUSD","National currency per US dollar","0","Units",,,1.333716,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-07","Jul-2018","NATUSD","National currency per US dollar","0","Units",,,1.350335,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-08","Aug-2018","NATUSD","National currency per US dollar","0","Units",,,1.364773,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-09","Sep-2018","NATUSD","National currency per US dollar","0","Units",,,1.388393,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-10","Oct-2018","NATUSD","National currency per US dollar","0","Units",,,1.406919,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-11","Nov-2018","NATUSD","National currency per US dollar","0","Units",,,1.380065,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2018-12","Dec-2018","NATUSD","National currency per US dollar","0","Units",,,1.394031,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-01","Jan-2019","NATUSD","National currency per US dollar","0","Units",,,1.401055,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-02","Feb-2019","NATUSD","National currency per US dollar","0","Units",,,1.399852,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-03","Mar-2019","NATUSD","National currency per US dollar","0","Units",,,1.412295,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-04","Apr-2019","NATUSD","National currency per US dollar","0","Units",,,1.404973,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-05","May-2019","NATUSD","National currency per US dollar","0","Units",,,1.439158,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-06","Jun-2019","NATUSD","National currency per US dollar","0","Units",,,1.440275,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-07","Jul-2019","NATUSD","National currency per US dollar","0","Units",,,1.431291,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-08","Aug-2019","NATUSD","National currency per US dollar","0","Units",,,1.476359,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-09","Sep-2019","NATUSD","National currency per US dollar","0","Units",,,1.468933,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-10","Oct-2019","NATUSD","National currency per US dollar","0","Units",,,1.471978,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-11","Nov-2019","NATUSD","National currency per US dollar","0","Units",,,1.464348,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2019-12","Dec-2019","NATUSD","National currency per US dollar","0","Units",,,1.453514,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-01","Jan-2020","NATUSD","National currency per US dollar","0","Units",,,1.454661,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-02","Feb-2020","NATUSD","National currency per US dollar","0","Units",,,1.49859,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-03","Mar-2020","NATUSD","National currency per US dollar","0","Units",,,1.609323,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-04","Apr-2020","NATUSD","National currency per US dollar","0","Units",,,1.590705,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-05","May-2020","NATUSD","National currency per US dollar","0","Units",,,1.536386,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-06","Jun-2020","NATUSD","National currency per US dollar","0","Units",,,1.45005,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-07","Jul-2020","NATUSD","National currency per US dollar","0","Units",,,1.423043,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-08","Aug-2020","NATUSD","National currency per US dollar","0","Units",,,1.388981,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-09","Sep-2020","NATUSD","National currency per US dollar","0","Units",,,1.381914,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-10","Oct-2020","NATUSD","National currency per US dollar","0","Units",,,1.402995,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-11","Nov-2020","NATUSD","National currency per US dollar","0","Units",,,1.376791,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2020-12","Dec-2020","NATUSD","National currency per US dollar","0","Units",,,1.328943,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-01","Jan-2021","NATUSD","National currency per US dollar","0","Units",,,1.294495,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-02","Feb-2021","NATUSD","National currency per US dollar","0","Units",,,1.289795,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-03","Mar-2021","NATUSD","National currency per US dollar","0","Units",,,1.29697,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-04","Apr-2021","NATUSD","National currency per US dollar","0","Units",,,1.300759,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-05","May-2021","NATUSD","National currency per US dollar","0","Units",,,1.28879,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-06","Jun-2021","NATUSD","National currency per US dollar","0","Units",,,1.307368,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-07","Jul-2021","NATUSD","National currency per US dollar","0","Units",,,1.346964,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-08","Aug-2021","NATUSD","National currency per US dollar","0","Units",,,1.369168,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-09","Sep-2021","NATUSD","National currency per US dollar","0","Units",,,1.365836,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-10","Oct-2021","NATUSD","National currency per US dollar","0","Units",,,1.352767,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-11","Nov-2021","NATUSD","National currency per US dollar","0","Units",,,1.367691,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2021-12","Dec-2021","NATUSD","National currency per US dollar","0","Units",,,1.397209,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,1.392743,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,1.397155,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,1.357357,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,1.351738,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,1.418296,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,1.422005,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,1.459024,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,1.436478,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,1.496155,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,1.570795,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,1.517227,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,1.482591,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,1.439632,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,1.44654,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,1.495487,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,1.494015,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,1.503796,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,1.491018,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,1.484395,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,1.540574,,
"CCUS","Currency exchange rates, monthly average","AUS","Australia","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,1.556548,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-01","Jan-2010","NATUSD","National currency per US dollar","0","Units",,,1.042714,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-02","Feb-2010","NATUSD","National currency per US dollar","0","Units",,,1.05655,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-03","Mar-2010","NATUSD","National currency per US dollar","0","Units",,,1.023044,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-04","Apr-2010","NATUSD","National currency per US dollar","0","Units",,,1.005455,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-05","May-2010","NATUSD","National currency per US dollar","0","Units",,,1.040238,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-06","Jun-2010","NATUSD","National currency per US dollar","0","Units",,,1.038091,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-07","Jul-2010","NATUSD","National currency per US dollar","0","Units",,,1.043455,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-08","Aug-2010","NATUSD","National currency per US dollar","0","Units",,,1.040773,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-09","Sep-2010","NATUSD","National currency per US dollar","0","Units",,,1.032864,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-10","Oct-2010","NATUSD","National currency per US dollar","0","Units",,,1.019048,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-11","Nov-2010","NATUSD","National currency per US dollar","0","Units",,,1.012864,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2010-12","Dec-2010","NATUSD","National currency per US dollar","0","Units",,,1.007696,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2011-01","Jan-2011","NATUSD","National currency per US dollar","0","Units",,,0.9938571,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2011-02","Feb-2011","NATUSD","National currency per US dollar","0","Units",,,0.9878,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2011-03","Mar-2011","NATUSD","National currency per US dollar","0","Units",,,0.9766957,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2011-04","Apr-2011","NATUSD","National currency per US dollar","0","Units",,,0.9578095,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2011-05","May-2011","NATUSD","National currency per US dollar","0","Units",,,0.9685,,
"CCUS","Currency exchange rates, monthly average","CAN","Canada","M","Monthly","2011-06","Jun-2011","NATUSD","National currency per US dollar","0","Units",,,0.9772273,,
