open;high;low;close;volume;marketCap;timestamp
0.0175544005;0.0192061998;0.0173041001;0.0174823999;176.66;42915.4107843;"2015-03-14T00:00:00.000Z"
0.0175656006;0.0177696999;0.0153302997;0.0157859996;282.37;38992.651197;"2015-03-18T00:00:00.000Z"
0.0159281995;0.0169836003;0.0158016998;0.0169511009;904.8;42184.1344166;"2015-03-23T00:00:00.000Z"
0.0216049999;0.0225491002;0.0212612003;0.0215204004;330.5;53874.5027749;"2015-03-27T00:00:00.000Z"
0.0210033003;0.0229637008;0.0209915992;0.0222615004;677.27;56142.456553;"2015-04-01T00:00:00.000Z"
0.0315008014;0.033003401;0.0278974008;0.0318602994;3740.06;80957.1176568;"2015-04-06T00:00:00.000Z"
0.0555276014;0.0596879981;0.037842501;0.0386322998;5949.12;98741.8599065;"2015-04-10T00:00:00.000Z"
0.0368542001;0.0380376987;0.0313616991;0.0313616991;1088.93;80709.4288146;"2015-04-15T00:00:00.000Z"
0.0280335993;0.0311619006;0.0268897004;0.0277555007;585.3;71917.0121776;"2015-04-20T00:00:00.000Z"
0.0389956012;0.0394068994;0.0349777006;0.035365101;1568.85;92156.6937454;"2015-04-24T00:00:00.000Z"
0.0449585989;0.0463966988;0.0426013991;0.0451367013;637.82;303063.511054;"2015-04-29T00:00:00.000Z"
0.0704101995;0.0843186006;0.0672056004;0.0771095008;6187.04;519194.494507;"2015-05-04T00:00:00.000Z"
0.0636729971;0.0680032969;0.0628246963;0.0658932999;1897.46;444609.967503;"2015-05-08T00:00:00.000Z"
0.0648718029;0.0670780987;0.0633129999;0.0640833974;500.36;433570.532848;"2015-05-13T00:00:00.000Z"
0.0629274026;0.064132303;0.0608934984;0.061795;961.93;418925.865277;"2015-05-17T00:00:00.000Z"
0.0592093989;0.0596042983;0.0436007008;0.0452467985;3145.63;307521.422277;"2015-05-22T00:00:00.000Z"
0.0456575006;0.0474007018;0.0442973003;0.0460712984;442.56;313948.113297;"2015-05-27T00:00:00.000Z"
0.0376920998;0.0380985998;0.0337656997;0.0346570984;1316.51;236641.595884;"2015-05-31T00:00:00.000Z"
0.0369439982;0.0372744016;0.0350001007;0.0363323018;452.14;248496.00732;"2015-06-05T00:00:00.000Z"
0.0364345983;0.0378145017;0.0351773016;0.0371943004;233.81;255290.857977;"2015-06-10T00:00:00.000Z"
0.0366622992;0.039208699;0.0361635983;0.0372963995;1342.68;256520.319153;"2015-06-14T00:00:00.000Z"
0.0406568013;0.0406861007;0.0379385985;0.0380631983;202.84;262439.451975;"2015-06-19T00:00:00.000Z"
0.0418146998;0.0421994999;0.0403065011;0.0412705988;485.32;285303.004481;"2015-06-24T00:00:00.000Z"
0.0404922999;0.0414539985;0.0397268012;0.0412027016;239.18;285417.146095;"2015-06-28T00:00:00.000Z"
0.0446674004;0.0448817983;0.0424162;0.0436658002;651.33;303243.552557;"2015-07-03T00:00:00.000Z"
0.0447269008;0.0452103987;0.0434811004;0.0436302982;271.08;303588.753544;"2015-07-07T00:00:00.000Z"
0.0443186983;0.0484048985;0.0442119986;0.0480599999;396.45;335244.172204;"2015-07-12T00:00:00.000Z"
0.0315310992;0.0362835005;0.0283514;0.0309698004;2356.19;216589.128779;"2015-07-17T00:00:00.000Z"
0.0316855982;0.0326822996;0.0287433006;0.0303109996;437.54;212411.430423;"2015-07-21T00:00:00.000Z"
0.0403188989;0.0414986983;0.0388876013;0.0408939011;318.17;287319.38287;"2015-07-26T00:00:00.000Z"
0.0291032009;0.0343298987;0.0289395005;0.0299068;541.5;210645.829361;"2015-07-31T00:00:00.000Z"
0.0269721001;0.0283436999;0.0255127996;0.0259242002;132.98;182954.446277;"2015-08-04T00:00:00.000Z"
0.0230347998;0.0258156005;0.0227339994;0.0238453001;417.34;168721.215603;"2015-08-09T00:00:00.000Z"
0.0227729008;0.0235578995;0.0212865993;0.0213348996;291.69;151256.102678;"2015-08-13T00:00:00.000Z"
0.0225703008;0.0231870003;0.0183160994;0.0183160994;73.67;130178.87234;"2015-08-18T00:00:00.000Z"
0.0219570007;0.0224492997;0.0206998996;0.0209001992;140.21;148936.584367;"2015-08-23T00:00:00.000Z"
0.0206917003;0.0212172996;0.0205655005;0.0206464995;109.36;147451.040294;"2015-08-27T00:00:00.000Z"
0.0219391994;0.0228113998;0.0214441996;0.0215498004;85.52;154236.156796;"2015-09-01T00:00:00.000Z"
0.0211944003;0.0216646995;0.0205137003;0.0208684001;178.67;149754.438311;"2015-09-06T00:00:00.000Z"
0.0202489998;0.0213831998;0.0196080003;0.0201567002;111.72;144935.676391;"2015-09-10T00:00:00.000Z"
0.0185029991;0.0202897005;0.0182170998;0.0182595998;165.89;131625.407018;"2015-09-15T00:00:00.000Z"
0.0174725;0.0184930991;0.0173482001;0.0173943993;274.5;125689.919604;"2015-09-20T00:00:00.000Z"
0.0174687002;0.0186506994;0.0174400993;0.0177082997;169.4;128213.345519;"2015-09-24T00:00:00.000Z"
0.0175767001;0.0207659993;0.0172646996;0.0174831003;322.52;126891.451132;"2015-09-29T00:00:00.000Z"
0.0167829003;0.0173819009;0.0167638008;0.0168590005;113.43;122602.005805;"2015-10-03T00:00:00.000Z"
0.0145771997;0.0148478001;0.0137668001;0.0137699004;443.01;100382.903817;"2015-10-08T00:00:00.000Z"
0.0127507001;0.0133622;0.0125567997;0.0127475001;274.77;93142.3070117;"2015-10-13T00:00:00.000Z"
0.0144264;0.0174067002;0.0140442997;0.0157899;83.56;115617.976915;"2015-10-17T00:00:00.000Z"
0.0158137009;0.0178050995;0.0151351998;0.0160338003;167.35;117694.692632;"2015-10-22T00:00:00.000Z"
0.0194112994;0.0210880004;0.0191894993;0.0198532008;185.84;146098.193329;"2015-10-27T00:00:00.000Z"
0.0219081994;0.0222223997;0.0203745998;0.0207774006;216.78;153193.05154;"2015-10-31T00:00:00.000Z"
0.0258600991;0.0277653001;0.0226932;0.0230992008;203.33;170739.738805;"2015-11-05T00:00:00.000Z"
0.0242868997;0.0252851993;0.0216035005;0.0223705005;398.92;165779.927255;"2015-11-10T00:00:00.000Z"
0.0221274998;0.0225628;0.0212200992;0.0220644008;406.48;163815.464654;"2015-11-14T00:00:00.000Z"
0.0272045992;0.0288737994;0.0251080003;0.0280025005;449.61;208432.385129;"2015-11-19T00:00:00.000Z"
0.0414217003;0.0416714996;0.0364185013;0.0382500999;2935.14;285266.823416;"2015-11-23T00:00:00.000Z"
0.0428013988;0.0435631983;0.0423334017;0.0426118001;434.38;318568.977312;"2015-11-28T00:00:00.000Z"
0.0426695012;0.0479282998;0.0426214002;0.0433178991;496.96;324657.336539;"2015-12-03T00:00:00.000Z"
0.0436131991;0.043936301;0.0380007997;0.0421608016;1195.37;316589.101271;"2015-12-07T00:00:00.000Z"
0.0531027988;0.0552643985;0.0433631986;0.0462990999;1099.59;348512.385644;"2015-12-12T00:00:00.000Z"
0.0498680994;0.0516121984;0.046089001;0.0486366004;1815.92;366971.010073;"2015-12-17T00:00:00.000Z"
0.0428484008;0.0498908982;0.0415253006;0.0420018993;384.42;317520.678515;"2015-12-21T00:00:00.000Z"
0.063548401;0.063562803;0.0391950011;0.0394693986;191.26;299056.65083;"2015-12-26T00:00:00.000Z"
0.0367256999;0.0593140014;0.0367256999;0.0478359982;531.95;362627.33574;"2015-12-31T00:00:00.000Z"
0.0348886997;0.0382109992;0.0348886997;0.0366399996;359.57;277754.527584;"2016-01-04T00:00:00.000Z"
0.0430824012;0.0431667008;0.0375814997;0.0376068987;373.33;286826.759617;"2016-01-09T00:00:00.000Z"
0.0366241001;0.0366241001;0.0349557996;0.0355255008;145.15;271463.548054;"2016-01-13T00:00:00.000Z"
0.0328281;0.0334890001;0.0315758996;0.0334890001;131.18;256502.185042;"2016-01-18T00:00:00.000Z"
0.0321312994;0.0331441015;0.0311609991;0.0312150009;660.55;239629.646242;"2016-01-23T00:00:00.000Z"
0.0326443985;0.0370174013;0.0326319002;0.0370007008;778.15;284574.571772;"2016-01-27T00:00:00.000Z"
0.0324333012;0.0344305001;0.0314439982;0.0344270989;87.84;265388.069956;"2016-02-01T00:00:00.000Z"
0.0368039012;0.0375982001;0.0319628008;0.0351419002;400.06;271553.642747;"2016-02-06T00:00:00.000Z"
0.0385558009;0.0498929992;0.0385312997;0.0454165004;566.54;351639.936999;"2016-02-10T00:00:00.000Z"
0.0504467003;0.0633201003;0.0488635004;0.0523757003;886.53;406401.211601;"2016-02-15T00:00:00.000Z"
0.0699985996;0.0750889033;0.0626787022;0.0626787022;1282.47;487571.128577;"2016-02-20T00:00:00.000Z"
0.0598976985;0.0626258999;0.0582695007;0.0626256987;399.86;488037.955319;"2016-02-24T00:00:00.000Z"
0.0626906008;0.064082697;0.0600005984;0.0623723008;574.87;487247.519855;"2016-02-29T00:00:00.000Z"
0.0669134036;0.0708167031;0.0590302981;0.0623228997;427.78;487752.04936;"2016-03-04T00:00:00.000Z"
0.106013;0.119942002;0.0984444991;0.1121679991;3322.34;880044.512863;"2016-03-09T00:00:00.000Z"
0.0968033969;0.0973972976;0.0887338966;0.0929808989;1317.33;731028.307883;"2016-03-14T00:00:00.000Z"
0.0865184963;0.119990997;0.0865032002;0.1021270007;2995.33;804538.290216;"2016-03-18T00:00:00.000Z"
0.0962812006;0.1050219983;0.0961695984;0.1050219983;1716.32;829185.094403;"2016-03-23T00:00:00.000Z"
0.1023589969;0.1028710008;0.1020350009;0.1022880003;507.09;809477.4801;"2016-03-28T00:00:00.000Z"
0.1202680022;0.1242970005;0.1145910025;0.1178039983;1226.83;934045.431454;"2016-04-01T00:00:00.000Z"
0.2295449972;0.2335029989;0.1853889972;0.195295006;10341.4;1552067.29652;"2016-04-06T00:00:00.000Z"
0.1955689937;0.2322620004;0.1862760037;0.2322620004;3887.57;1850018.30761;"2016-04-11T00:00:00.000Z"
0.2649590075;0.3853389919;0.2645350099;0.327282995;32995.2;2611983.15645;"2016-04-15T00:00:00.000Z"
0.2937659919;0.3128669858;0.2858160138;0.2961449921;5483.44;2368714.78626;"2016-04-20T00:00:00.000Z"
0.3602150083;0.3637920022;0.3018650115;0.3021779954;14082.3;2421283.30741;"2016-04-24T00:00:00.000Z"
0.2270819992;0.2307289988;0.2011249959;0.2023030072;9856.07;1624499.99581;"2016-04-29T00:00:00.000Z"
0.2548350096;0.2827259898;0.2547689974;0.2825320065;4434.91;2274177.52018;"2016-05-04T00:00:00.000Z"
0.2515380085;0.2623809874;0.2297289968;0.2298499942;2833.06;1853421.70915;"2016-05-08T00:00:00.000Z"
0.1879750043;0.215535;0.1877509952;0.2044129968;4558.15;1652014.58613;"2016-05-13T00:00:00.000Z"
0.189181;0.1977989972;0.185337007;0.185337007;2373.16;1501234.63663;"2016-05-18T00:00:00.000Z"
0.1961269975;0.1963340044;0.1847749949;0.1880660057;1559.06;1526173.29377;"2016-05-22T00:00:00.000Z"
0.2061530054;0.2221010029;0.1801539958;0.180666998;4883.49;1469505.02349;"2016-05-27T00:00:00.000Z"
0.1631529927;0.1737080067;0.1602029949;0.1654119939;1943.43;1347881.45617;"2016-05-31T00:00:00.000Z"
0.1997170001;0.2019989938;0.1731269956;0.1786359996;2274.96;1459037.95741;"2016-06-05T00:00:00.000Z"
0.2682830095;0.2808539867;0.2337249964;0.2749060094;5868.55;2250539.72395;"2016-06-10T00:00:00.000Z"
0.2522839904;0.2654779851;0.2291540056;0.2483090013;3741.68;2036556.9523;"2016-06-14T00:00:00.000Z"
0.2075980008;0.2736890018;0.2013999969;0.247081995;9402.69;2031304.76557;"2016-06-19T00:00:00.000Z"
0.1810750067;0.1925079972;0.1749739945;0.1884080023;1211.23;1552696.54233;"2016-06-24T00:00:00.000Z"
0.1528809965;0.1878609955;0.1445749998;0.1510639936;3689.62;1247277.91316;"2016-06-28T00:00:00.000Z"
0.1754560024;0.1789669991;0.1490090042;0.1490090042;2665.25;1233042.26832;"2016-07-03T00:00:00.000Z"
0.1685899943;0.1786870062;0.1648900062;0.1706070006;1644.88;1415007.48631;"2016-07-08T00:00:00.000Z"
0.1584420055;0.1823049933;0.1584420055;0.1718689948;2140;1428071.833;"2016-07-12T00:00:00.000Z"
0.1777299941;0.1853549927;0.1660930067;0.1662030071;2614.92;1384043.28918;"2016-07-17T00:00:00.000Z"
0.1619250029;0.1648949981;0.1590089947;0.1590919942;1248.01;1327196.63371;"2016-07-21T00:00:00.000Z"
0.1461170018;0.1522040069;0.1269530058;0.1385069937;3836.17;1158075.60577;"2016-07-26T00:00:00.000Z"
0.1255020052;0.129599005;0.1188829988;0.1188829988;455.69;996272.130106;"2016-07-31T00:00:00.000Z"
0.117881;0.1227229983;0.1097579971;0.1147340015;755.65;963296.238806;"2016-08-04T00:00:00.000Z"
0.1261399984;0.1359730065;0.1215299964;0.1355189979;1052.4;1140456.30063;"2016-08-09T00:00:00.000Z"
0.125357002;0.1255989969;0.1132680029;0.1153109968;502.64;972727.46168;"2016-08-14T00:00:00.000Z"
0.1034229994;0.1102309972;0.1010110006;0.1012120023;503.43;855420.20476;"2016-08-18T00:00:00.000Z"
0.1112959981;0.1163289994;0.1053159982;0.1055599973;562.52;894271.769093;"2016-08-23T00:00:00.000Z"
0.0967148021;0.1270319968;0.0964396968;0.1270319968;1615.62;1078687.9897;"2016-08-28T00:00:00.000Z"
0.1060530022;0.1267579943;0.1060530022;0.1256410033;1686.91;1068845.46818;"2016-09-01T00:00:00.000Z"
0.1267369986;0.1449549943;0.1263680011;0.1392990053;730.62;1187830.66069;"2016-09-06T00:00:00.000Z"
0.1309999973;0.1365450025;0.1108570024;0.1108570024;2065.49;947059.015206;"2016-09-10T00:00:00.000Z"
0.1237599999;0.1393609941;0.1123830006;0.1152739972;2022.45;987137.84837;"2016-09-15T00:00:00.000Z"
0.1340180039;0.1506479979;0.1099710017;0.1101159975;914.95;945221.333776;"2016-09-20T00:00:00.000Z"
0.1072039977;0.1127320006;0.1072039977;0.1115809977;385.49;959558.008145;"2016-09-24T00:00:00.000Z"
0.1111719981;0.1211490035;0.1099670008;0.1139219999;457.61;981949.441348;"2016-09-29T00:00:00.000Z"
0.1208719984;0.1288180053;0.1142179966;0.1288180053;631.26;1112864.06546;"2016-10-04T00:00:00.000Z"
0.1141560003;0.1408859938;0.1140749976;0.1278599948;1281.24;1106611.56772;"2016-10-08T00:00:00.000Z"
0.1176379994;0.1333619952;0.1153969988;0.1252260059;1454.61;1084224.13144;"2016-10-13T00:00:00.000Z"
0.1421760023;0.1518290043;0.1313710064;0.1319189966;1267.92;1142173.05668;"2016-10-18T00:00:00.000Z"
0.1278849989;0.1575749964;0.1278440058;0.1461029947;3784.66;1264980.10218;"2016-10-22T00:00:00.000Z"
0.2314510047;0.2410530001;0.1322930008;0.1393299997;1608.96;1206338.52581;"2016-10-27T00:00:00.000Z"
0.1579349935;0.1610410064;0.1311050057;0.1339309961;10255.8;1159593.23262;"2016-10-31T00:00:00.000Z"
0.1426929981;0.1516939998;0.1346729994;0.1389729977;7724.38;1203247.57014;"2016-11-05T00:00:00.000Z"
0.1338869929;0.1423519999;0.1280979961;0.1386860013;3360.18;1200762.68421;"2016-11-10T00:00:00.000Z"
0.128105998;0.1358619928;0.1272879988;0.1289650053;1297.56;1116596.91367;"2016-11-14T00:00:00.000Z"
0.124090001;0.1314129978;0.1219900027;0.1241839975;716.29;1075202.35046;"2016-11-19T00:00:00.000Z"
0.1257860065;0.1332740039;0.1216460019;0.1262219995;1343.26;1092847.63802;"2016-11-24T00:00:00.000Z"
0.1191029996;0.1297589988;0.118933998;0.1246780008;821.06;1079479.47119;"2016-11-28T00:00:00.000Z"
0.1138259992;0.1216730028;0.1027659997;0.1105279997;2430.57;956966.80242;"2016-12-03T00:00:00.000Z"
0.1451929957;0.147905007;0.1387909949;0.1387909949;1545.92;1201671.78882;"2016-12-08T00:00:00.000Z"
0.1276309937;0.1328590065;0.1264670044;0.1269869953;673.44;1099471.11446;"2016-12-12T00:00:00.000Z"
0.130971998;0.1340339929;0.1226689965;0.1233649999;751.86;1068111.33451;"2016-12-17T00:00:00.000Z"
0.1078929976;0.1183400005;0.1074870005;0.1121470034;1188.45;970984.329681;"2016-12-21T00:00:00.000Z"
0.0974493995;0.1053450033;0.0973370969;0.0986768976;372.2;854358.329706;"2016-12-26T00:00:00.000Z"
0.1139210016;0.141444996;0.1122889966;0.1309240013;3641.12;1133558.20824;"2016-12-31T00:00:00.000Z"
0.1262219995;0.1490440071;0.1257590055;0.1385540068;5239.85;1199619.80984;"2017-01-04T00:00:00.000Z"
0.1088439971;0.1114239991;0.105103001;0.1098349988;677.4;950966.711999;"2017-01-09T00:00:00.000Z"
0.1154619977;0.1173880026;0.1056969985;0.1098219976;533.54;950854.15619;"2017-01-14T00:00:00.000Z"
0.1186830029;0.1224509999;0.1121879965;0.1205359995;597.59;1043617.45889;"2017-01-18T00:00:00.000Z"
0.1216500029;0.1235940009;0.1193810031;0.119580999;646.27;1035348.93602;"2017-01-23T00:00:00.000Z"
0.1139509976;0.1264600009;0.1131400019;0.1162599996;7696.58;1006595.25595;"2017-01-27T00:00:00.000Z"
0.1171829998;0.1193770021;0.1052950025;0.1180910021;7920.1;1022448.30871;"2017-02-01T00:00:00.000Z"
0.1209959984;0.1306210011;0.1209959984;0.1270110011;4702.65;1099678.9098;"2017-02-06T00:00:00.000Z"
0.1076399982;0.1106450036;0.0992071033;0.1046629995;2842.47;906186.816388;"2017-02-10T00:00:00.000Z"
0.1092370003;0.1168430001;0.1049069986;0.1107899994;2918.06;959235.234874;"2017-02-15T00:00:00.000Z"
0.1097859964;0.1136550009;0.1059160009;0.1136550009;1664.05;984040.803498;"2017-02-20T00:00:00.000Z"
0.134758994;0.1397529989;0.1215090007;0.1270450056;1144.83;1099973.28653;"2017-02-24T00:00:00.000Z"
0.122047998;0.1437820047;0.1210699975;0.1409849972;765.25;1220667.74608;"2017-03-01T00:00:00.000Z"
0.1544470042;0.1575389951;0.1527819932;0.1552270055;1928.13;1343976.96366;"2017-03-06T00:00:00.000Z"
0.1513579935;0.163192004;0.1388480067;0.1421010047;3018.08;1230330.22936;"2017-03-10T00:00:00.000Z"
0.1596200019;0.1641010046;0.1595489979;0.1632959992;1533.14;1413839.48835;"2017-03-15T00:00:00.000Z"
0.139576003;0.1489849985;0.139576003;0.1451320052;5068.33;1256573.04908;"2017-03-19T00:00:00.000Z"
