Date,Country,Value
2016-02-20,CNY,3031841.0
2016-02-27,CNY,1613678.0
2016-03-05,CNY,929826.0
2016-03-12,CNY,863526.0
2016-03-19,CNY,659332.0
2016-03-26,CNY,729751.0
2016-04-02,CNY,860600.0
2016-04-09,CNY,1215606.0
2016-04-16,CNY,1398937.0
2016-04-23,CNY,1660676.0
2016-04-30,CNY,1097301.0
2016-05-07,CNY,2180639.0
2016-05-14,CNY,1178692.0
2016-05-21,CNY,1651895.0
2016-05-28,CNY,2700115.0
2016-06-04,CNY,1618699.0
2016-06-11,CNY,5390440.0
2016-06-18,CNY,2694072.0
2016-06-25,CNY,4875210.0
2016-07-02,CNY,1378217.0
2016-07-09,CNY,1473223.0
2016-07-16,CNY,2281623.0
2016-07-23,CNY,1969243.0
2016-07-30,CNY,2758718.0
2016-08-06,CNY,2205415.0
2016-08-13,CNY,1320970.0
2016-08-20,CNY,1963065.0
2016-08-27,CNY,1601101.0
2016-09-03,CNY,1973014.0
2016-09-10,CNY,1743227.0
2016-09-17,CNY,1789733.0
2016-09-24,CNY,2126063.0
2016-10-01,CNY,1916874.0
2016-10-08,CNY,1688612.0
2016-10-15,CNY,2577607.0
2016-10-22,CNY,1253847.0
2016-10-29,CNY,1805408.0
2016-11-05,CNY,1922036.0
2016-11-12,CNY,2408841.0
2016-11-19,CNY,2243773.0
2016-11-26,CNY,1971466.0
2016-12-03,CNY,3432289.0
2016-12-10,CNY,3654406.0
2016-12-17,CNY,1801608.0
2016-12-24,CNY,2585104.0
2016-12-31,CNY,2129312.0
2017-01-07,CNY,2827530.0
2017-01-14,CNY,2326809.0
2017-01-21,CNY,2250924.0
2017-01-28,CNY,668758.0
2017-02-04,CNY,1497733.0
2017-02-11,CNY,8086576.0
2017-02-18,CNY,38673815.0
2017-02-25,CNY,54147138.0
2017-03-04,CNY,57540341.0
2017-03-11,CNY,62704545.0
2017-03-18,CNY,59102486.0
2017-03-25,CNY,54007391.0
2017-04-01,CNY,46157327.0
2017-04-08,CNY,45202894.0
2017-04-15,CNY,48618376.0
2017-04-22,CNY,47310078.0
2017-04-29,CNY,50860371.0
2017-05-06,CNY,56422397.0
2017-05-13,CNY,76520375.0
2017-05-20,CNY,59186948.0
2017-05-27,CNY,100808017.0
2017-06-03,CNY,51709489.0
2017-06-10,CNY,36260801.0
2017-06-17,CNY,30011606.0
2017-06-24,CNY,23861975.0
2017-07-01,CNY,20990845.0
2017-07-08,CNY,17967591.0
2017-07-15,CNY,19382186.0
2017-07-22,CNY,15987643.0
2017-07-29,CNY,15884296.0
2017-08-05,CNY,24252461.0
2017-08-12,CNY,18927340.0
2017-08-19,CNY,18622501.0
2017-08-26,CNY,15936325.0
2017-09-02,CNY,21431233.0
2017-09-09,CNY,38222763.0
2017-09-16,CNY,91448358.0
2017-09-23,CNY,100543713.0
2017-09-30,CNY,84487931.0
2017-10-07,CNY,58942372.0
2017-10-14,CNY,85385066.0
2017-10-21,CNY,78843574.0
2017-10-28,CNY,65095816.0
2017-11-04,CNY,98875588.0
2017-11-11,CNY,73633927.0
2017-11-18,CNY,71173857.0
2017-11-25,CNY,84039682.0
2017-12-02,CNY,119218676.0
2017-12-09,CNY,134895628.0
2017-12-16,CNY,115243793.0
2017-12-23,CNY,109954385.0
2017-12-30,CNY,87041906.0
2018-01-06,CNY,133375567.0
2018-01-13,CNY,168668844.0
2018-01-20,CNY,105122821.0
2018-01-27,CNY,65759083.0
2018-02-03,CNY,70996317.0
2018-02-10,CNY,62958035.0
2018-02-17,CNY,33516661.0
2018-02-24,CNY,41246736.0
2018-03-03,CNY,51586485.0
2018-03-10,CNY,41535513.0
2018-03-17,CNY,38936197.0
2018-03-24,CNY,43482413.0
2018-03-31,CNY,38473023.0
2018-04-07,CNY,36633482.0
2018-04-14,CNY,39712667.0
2018-04-21,CNY,42323225.0
2018-04-28,CNY,44929817.0
2018-05-05,CNY,40429490.0
2018-05-12,CNY,32554755.0
2018-05-19,CNY,34363603.0
2018-05-26,CNY,38016327.0
2018-06-02,CNY,29260778.0
2018-06-09,CNY,31528651.0
2018-06-16,CNY,23676992.0
2018-06-23,CNY,23469374.0
2018-06-30,CNY,23512780.0
2018-07-07,CNY,31087574.0
2018-07-14,CNY,22779454.0
2018-07-21,CNY,31447986.0
2018-07-28,CNY,30688115.0
2018-08-04,CNY,29605599.0
2018-08-11,CNY,24538948.0
2018-08-18,CNY,27236576.0
2018-08-25,CNY,31209577.0
2018-09-01,CNY,19128738.0
2018-09-08,CNY,25842605.0
2018-09-15,CNY,24485576.0
2018-09-22,CNY,26462161.0
2018-09-29,CNY,22885291.0
2018-10-06,CNY,19422958.0
2018-10-13,CNY,30062324.0
2018-10-20,CNY,37850186.0
2018-10-27,CNY,29779739.0
2018-11-03,CNY,35082039.0
2018-11-10,CNY,33403695.0
2018-11-17,CNY,29700518.0
2018-11-24,CNY,31738068.0
2018-12-01,CNY,24719344.0
2018-12-08,CNY,22654183.0
2018-12-15,CNY,23272972.0
2018-12-22,CNY,29070964.0
2018-12-29,CNY,21863135.0
2019-01-05,CNY,27522769.0
2019-01-12,CNY,26837005.0
2019-01-19,CNY,26061833.0
2019-01-26,CNY,25993589.0
2019-02-02,CNY,25599016.0
2019-02-09,CNY,12947076.0
2019-02-16,CNY,20692336.0
2019-02-23,CNY,24157359.0
2019-03-02,CNY,21798565.0
2019-03-09,CNY,23374907.0
2019-03-16,CNY,25444159.0
2019-03-23,CNY,22508771.0
2019-03-30,CNY,25233662.0
2019-04-06,CNY,26853755.0
2019-04-13,CNY,24501258.0
2019-04-20,CNY,45769024.0
2019-04-27,CNY,24135058.0
2019-05-04,CNY,22550721.0
2019-05-11,CNY,28297889.0
2019-05-18,CNY,32846791.0
2019-05-25,CNY,32516018.0
2019-06-01,CNY,23320309.0
2019-06-08,CNY,26322056.0
2019-06-15,CNY,29994640.0
2019-06-22,CNY,36701525.0
2019-06-29,CNY,38383173.0
2019-07-06,CNY,26607887.0
2019-07-13,CNY,30825167.0
2019-07-20,CNY,29978275.0
2019-07-27,CNY,30057640.0
2019-08-03,CNY,31697947.0
2019-08-10,CNY,31131169.0
2019-08-17,CNY,31520462.0
2019-08-24,CNY,29805406.0
2019-08-31,CNY,34192086.0
2019-09-07,CNY,30919724.0
2019-09-14,CNY,28509207.0
2019-09-21,CNY,39187696.0
2019-09-28,CNY,32745549.0
2019-10-05,CNY,19737424.0
2019-10-12,CNY,20447131.0
2019-10-19,CNY,16995444.0
2019-10-26,CNY,13843381.0
2019-11-02,CNY,10154664.0
2019-11-09,CNY,10464571.0
2019-11-16,CNY,11281712.0
2019-11-23,CNY,11734805.0
2019-11-30,CNY,9890671.0
2019-12-07,CNY,11855226.0
2019-12-14,CNY,11731559.0
2019-12-21,CNY,12283567.0
2019-12-28,CNY,10615348.0
2020-01-04,CNY,7879643.0
2020-01-11,CNY,9834861.0
2020-01-18,CNY,8235395.0
2020-01-25,CNY,4871105.0
2020-02-01,CNY,6666870.0
2020-02-08,CNY,8380852.0
2020-02-15,CNY,10129497.0
2020-02-22,CNY,8243692.0
2020-02-29,CNY,6969408.0
2020-03-07,CNY,7054284.0
2020-03-14,CNY,10953543.0
2020-03-21,CNY,8988768.0
2020-03-28,CNY,7494728.0
2020-04-04,CNY,7457818.0
2020-04-11,CNY,9888043.0
2020-04-18,CNY,9273359.0
2020-04-25,CNY,10287437.0
2020-05-02,CNY,11800783.0
2020-05-09,CNY,12661909.0
2020-05-16,CNY,15387658.0
2020-05-23,CNY,11999567.0
2020-05-30,CNY,10762708.0
2020-06-06,CNY,11389822.0
2020-06-13,CNY,10051854.0
2020-06-20,CNY,8222249.0
2020-06-27,CNY,9712260.0
2020-07-04,CNY,11672816.0
2020-07-11,CNY,12107654.0
2020-07-18,CNY,10054781.0
2020-07-25,CNY,11073871.0
2020-08-01,CNY,14272856.0
2020-08-08,CNY,12245520.0
2020-08-15,CNY,14222615.0
2020-08-22,CNY,11224544.0
2020-08-29,CNY,8399556.0
2020-09-05,CNY,9251211.0
2020-09-12,CNY,7627465.0
2020-09-19,CNY,10267486.0
2020-09-26,CNY,9302372.0
2020-10-03,CNY,6864794.0
2020-10-10,CNY,9000712.0
2020-10-17,CNY,9632809.0
2020-10-24,CNY,12784647.0
2020-10-31,CNY,11302313.0
2020-11-07,CNY,14745211.0
2020-11-14,CNY,11713971.0
2020-11-21,CNY,14824333.0
2020-11-28,CNY,11777631.0
2020-12-05,CNY,10663415.0
2020-12-12,CNY,12415083.0
2020-12-19,CNY,13003018.0
2020-12-26,CNY,12288446.0
2021-01-02,CNY,13983878.0
2021-01-09,CNY,16793982.0
2021-01-16,CNY,12818867.0
2021-01-23,CNY,15202054.0
2021-01-30,CNY,13487804.0
2021-02-06,CNY,12821819.0
2021-02-13,CNY,14164319.0
2021-02-20,CNY,13624440.0
2021-02-27,CNY,10775628.0
2021-03-06,CNY,10239173.0
2021-03-13,CNY,11316983.0
2021-03-20,CNY,12283940.0
2021-03-27,CNY,7868877.0
2021-04-03,CNY,10872543.0
2021-04-10,CNY,9272324.0
2021-04-17,CNY,11337282.0
2021-04-24,CNY,9005841.0
2021-05-01,CNY,8696437.0
2021-05-08,CNY,11156784.0
2021-05-15,CNY,11806286.0
2021-05-22,CNY,9128849.0
2021-05-29,CNY,7720144.0
2021-06-05,CNY,6822359.0
2021-06-12,CNY,8574216.0
2021-06-19,CNY,7068585.0
2021-06-26,CNY,6938685.0
2021-07-03,CNY,7555868.0
2021-07-10,CNY,6748261.0
2021-07-17,CNY,6185270.0
2021-07-24,CNY,9319453.0
2021-07-31,CNY,9480323.0
2021-08-07,CNY,10318281.0
2021-08-14,CNY,9647734.0
2021-08-21,CNY,9646456.0
2021-08-28,CNY,8175261.0
2021-09-04,CNY,9002685.0
2021-09-11,CNY,8095859.0
2021-09-18,CNY,5775220.0
2021-09-25,CNY,6877993.0
2021-10-02,CNY,6970825.0
2021-10-09,CNY,8541388.0
2021-10-16,CNY,9340145.0
2021-10-23,CNY,9549371.0
2021-10-30,CNY,5955988.0
2021-11-06,CNY,4461893.0
2021-11-13,CNY,6763679.0
2021-11-20,CNY,5421071.0
2021-11-27,CNY,5367211.0
2021-12-04,CNY,5958730.0
2021-12-11,CNY,5234091.0
2021-12-18,CNY,4671698.0
2021-12-25,CNY,3821678.0
2022-01-01,CNY,3477600.0
2022-01-08,CNY,4502532.0
2022-01-15,CNY,4819972.0
2022-01-22,CNY,4338747.0
2022-01-29,CNY,4063648.0
2022-02-05,CNY,3320598.0
2022-02-12,CNY,4184711.0
2022-02-19,CNY,4206829.0
2022-02-26,CNY,3988482.0
2022-03-05,CNY,3651430.0
2022-03-12,CNY,4898068.0
2022-03-19,CNY,3885579.0
2022-03-26,CNY,6215298.0
2022-04-02,CNY,4868874.0
2022-04-09,CNY,4022646.0
2022-04-16,CNY,4957104.0
2022-04-23,CNY,5398014.0
2022-04-30,CNY,4374076.0
2022-05-07,CNY,3698080.0
2022-05-14,CNY,3670137.0
2022-05-21,CNY,3322252.0
2022-05-28,CNY,3189213.0
2022-06-04,CNY,3877084.0
2022-06-11,CNY,3530416.0
2022-06-18,CNY,3868779.0
2022-06-25,CNY,6032028.0
2022-07-02,CNY,3446952.0
2022-07-09,CNY,2907992.0
2022-07-16,CNY,2653540.0
2022-07-23,CNY,2740735.0
2022-07-30,CNY,2617719.0
2022-08-06,CNY,2851602.0
2022-08-13,CNY,2893889.0
2022-08-20,CNY,2362900.0
2022-08-27,CNY,2893434.0
2022-09-03,CNY,3314191.0
2022-09-10,CNY,2740049.0
2022-09-17,CNY,2726770.0
2022-09-24,CNY,3157151.0
2022-10-01,CNY,2410256.0
2022-10-08,CNY,3151515.0
2022-10-15,CNY,3260647.0
2022-10-22,CNY,3353702.0
2022-10-29,CNY,4268654.0
2022-11-05,CNY,2876486.0
2022-11-12,CNY,3195797.0
2022-11-19,CNY,2960218.0
2022-11-26,CNY,3654764.0
2022-12-03,CNY,2966194.0
2022-12-10,CNY,2046025.0
2022-12-17,CNY,2256924.0
2022-12-24,CNY,2015554.0
2022-12-31,CNY,2198313.0
2023-01-07,CNY,2701382.0
2023-01-14,CNY,3314099.0
2023-01-21,CNY,1716462.0
2023-01-28,CNY,2409766.0
2023-02-04,CNY,2472747.0
2023-02-11,CNY,4686626.0
2023-02-18,CNY,2469316.0
2013-07-13,COP,8469975.0
2013-07-20,COP,
2013-07-27,COP,
2013-08-03,COP,
2013-08-10,COP,
2013-08-17,COP,
2013-08-24,COP,
2013-08-31,COP,8000633.0
2013-09-07,COP,6999587.0
2013-09-14,COP,
2013-09-21,COP,
2013-09-28,COP,
2013-10-05,COP,102454.0
2013-10-12,COP,
2013-10-19,COP,61564.0
2013-10-26,COP,3095241.0
2013-11-02,COP,420131.0
2013-11-09,COP,4738972.0
2013-11-16,COP,2802421.0
2013-11-23,COP,7983001.0
2013-11-30,COP,10324896.0
2013-12-07,COP,31440462.0
2013-12-14,COP,8905992.0
2013-12-21,COP,2012303.0
2013-12-28,COP,1418795.0
2014-01-04,COP,698604.0
2014-01-11,COP,22209696.0
2014-01-18,COP,47844978.0
2014-01-25,COP,28014189.0
2014-02-01,COP,25921019.0
2014-02-08,COP,29913062.0
2014-02-15,COP,17866310.0
2014-02-22,COP,9732719.0
2014-03-01,COP,24735544.0
2014-03-08,COP,16459731.0
2014-03-15,COP,20259944.0
2014-03-22,COP,6906293.0
2014-03-29,COP,9955022.0
2014-04-05,COP,2424000.0
2014-04-12,COP,8414667.0
2014-04-19,COP,3064950.0
2014-04-26,COP,10891130.0
2014-05-03,COP,1529692.0
2014-05-10,COP,2387589.0
2014-05-17,COP,6988634.0
2014-05-24,COP,16351306.0
2014-05-31,COP,6544983.0
2014-06-07,COP,1076194.0
2014-06-14,COP,8599045.0
2014-06-21,COP,5852314.0
2014-06-28,COP,24501236.0
2014-07-05,COP,8175380.0
2014-07-12,COP,3920114.0
2014-07-19,COP,9285625.0
2014-07-26,COP,12271265.0
2014-08-02,COP,15151377.0
2014-08-09,COP,18335942.0
2014-08-16,COP,9190291.0
2014-08-23,COP,17448830.0
2014-08-30,COP,17444450.0
2014-09-06,COP,9564109.0
2014-09-13,COP,9988524.0
2014-09-20,COP,12502815.0
2014-09-27,COP,7468891.0
2014-10-04,COP,14522103.0
2014-10-11,COP,16547806.0
2014-10-18,COP,12803160.0
2014-10-25,COP,21818665.0
2014-11-01,COP,32504749.0
2014-11-08,COP,8033282.0
2014-11-15,COP,9502811.0
2014-11-22,COP,10817236.0
2014-11-29,COP,8540546.0
2014-12-06,COP,20709504.0
2014-12-13,COP,5728407.0
2014-12-20,COP,16097110.0
2014-12-27,COP,2327985.0
2015-01-03,COP,54688547.0
2015-01-10,COP,17410443.0
2015-01-17,COP,22905161.0
2015-01-24,COP,25298014.0
2015-01-31,COP,13777796.0
2015-02-07,COP,19576565.0
2015-02-14,COP,28652422.0
2015-02-21,COP,14056069.0
2015-02-28,COP,8706395.0
2015-03-07,COP,13583388.0
2015-03-14,COP,10817304.0
2015-03-21,COP,4612387.0
2015-03-28,COP,24089658.0
2015-04-04,COP,11777542.0
2015-04-11,COP,10280337.0
2015-04-18,COP,29388476.0
2015-04-25,COP,10770641.0
2015-05-02,COP,37704298.0
2015-05-09,COP,22522303.0
2015-05-16,COP,37182778.0
2015-05-23,COP,20102630.0
2015-05-30,COP,18781516.0
2015-06-06,COP,23990144.0
2015-06-13,COP,13130167.0
2015-06-20,COP,13420893.0
2015-06-27,COP,20730258.0
2015-07-04,COP,24838313.0
2015-07-11,COP,15053526.0
2015-07-18,COP,23235019.0
2015-07-25,COP,18123091.0
2015-08-01,COP,34944433.0
2015-08-08,COP,20006036.0
2015-08-15,COP,24283016.0
2015-08-22,COP,42139986.0
2015-08-29,COP,20523453.0
2015-09-05,COP,32305619.0
2015-09-12,COP,54574717.0
2015-09-19,COP,32375232.0
2015-09-26,COP,28815591.0
2015-10-03,COP,27013955.0
2015-10-10,COP,23052813.0
2015-10-17,COP,26458979.0
2015-10-24,COP,17590971.0
2015-10-31,COP,33599908.0
2015-11-07,COP,62657836.0
2015-11-14,COP,41231705.0
2015-11-21,COP,14077195.0
2015-11-28,COP,29874796.0
2015-12-05,COP,28326547.0
2015-12-12,COP,28172484.0
2015-12-19,COP,69564197.0
2015-12-26,COP,20784592.0
2016-01-02,COP,8319356.0
2016-01-09,COP,36211843.0
2016-01-16,COP,43978478.0
2016-01-23,COP,43469455.0
2016-01-30,COP,39772909.0
2016-02-06,COP,35145946.0
2016-02-13,COP,57993251.0
2016-02-20,COP,52274091.0
2016-02-27,COP,32830570.0
2016-03-05,COP,76415976.0
2016-03-12,COP,41977681.0
2016-03-19,COP,43555818.0
2016-03-26,COP,14025198.0
2016-04-02,COP,33726615.0
2016-04-09,COP,46713276.0
2016-04-16,COP,54021766.0
2016-04-23,COP,74389448.0
2016-04-30,COP,42999249.0
2016-05-07,COP,69559323.0
2016-05-14,COP,84222277.0
2016-05-21,COP,71319642.0
2016-05-28,COP,131448744.0
2016-06-04,COP,95682192.0
2016-06-11,COP,108028886.0
2016-06-18,COP,166461308.0
2016-06-25,COP,125775431.0
2016-07-02,COP,142361814.0
2016-07-09,COP,79085141.0
2016-07-16,COP,64585805.0
2016-07-23,COP,51183713.0
2016-07-30,COP,97606036.0
2016-08-06,COP,103529230.0
2016-08-13,COP,77421358.0
2016-08-20,COP,125163637.0
2016-08-27,COP,210079999.0
2016-09-03,COP,100108688.0
2016-09-10,COP,124025449.0
2016-09-17,COP,138586803.0
2016-09-24,COP,118357149.0
2016-10-01,COP,125904775.0
2016-10-08,COP,185125818.0
2016-10-15,COP,220096457.0
2016-10-22,COP,161743809.0
2016-10-29,COP,204725083.0
2016-11-05,COP,206517261.0
2016-11-12,COP,133653379.0
2016-11-19,COP,175755667.0
2016-11-26,COP,192200478.0
2016-12-03,COP,222665463.0
2016-12-10,COP,274091719.0
2016-12-17,COP,274129757.0
2016-12-24,COP,264613850.0
2016-12-31,COP,318443370.0
2017-01-07,COP,230615301.0
2017-01-14,COP,363751069.0
2017-01-21,COP,349050746.0
2017-01-28,COP,365661764.0
2017-02-04,COP,409034991.0
2017-02-11,COP,385758083.0
2017-02-18,COP,276032343.0
2017-02-25,COP,441529565.0
2017-03-04,COP,539286430.0
2017-03-11,COP,730299660.0
2017-03-18,COP,842502986.0
2017-03-25,COP,771859640.0
2017-04-01,COP,968093514.0
2017-04-08,COP,693471237.0
2017-04-15,COP,421673961.0
2017-04-22,COP,630160505.0
2017-04-29,COP,794246138.0
2017-05-06,COP,1063687248.0
2017-05-13,COP,1752205788.0
2017-05-20,COP,1591466215.0
2017-05-27,COP,2096005541.0
2017-06-03,COP,1687953240.0
2017-06-10,COP,1755194981.0
2017-06-17,COP,1518450972.0
2017-06-24,COP,1549170029.0
2017-07-01,COP,1454632318.0
2017-07-08,COP,1235433544.0
2017-07-15,COP,1445470764.0
2017-07-22,COP,1807155872.0
2017-07-29,COP,1580289318.0
2017-08-05,COP,1213801030.0
2017-08-12,COP,1722332899.0
2017-08-19,COP,2000546466.0
2017-08-26,COP,2206213462.0
2017-09-02,COP,2351014676.0
2017-09-09,COP,2279677492.0
2017-09-16,COP,2400904067.0
2017-09-23,COP,1677431334.0
2017-09-30,COP,2416301380.0
2017-10-07,COP,2298552058.0
2017-10-14,COP,3000096621.0
2017-10-21,COP,2287514407.0
2017-10-28,COP,2355894959.0
2017-11-04,COP,3412328663.0
2017-11-11,COP,2818346239.0
2017-11-18,COP,3528080818.0
2017-11-25,COP,3787750727.0
2017-12-02,COP,5441720593.0
2017-12-09,COP,5999887165.0
2017-12-16,COP,6627823765.0
2017-12-23,COP,5193106906.0
2017-12-30,COP,2902392016.0
2018-01-06,COP,3772786491.0
2018-01-13,COP,3282845349.0
2018-01-20,COP,4390688434.0
2018-01-27,COP,3405790346.0
2018-02-03,COP,3636740780.0
2018-02-10,COP,3324103967.0
2018-02-17,COP,3281883458.0
2018-02-24,COP,3239396539.0
2018-03-03,COP,3890867383.0
2018-03-10,COP,3444074443.0
2018-03-17,COP,3037326633.0
2018-03-24,COP,3080416679.0
2018-03-31,COP,2051306349.0
2018-04-07,COP,3129966133.0
2018-04-14,COP,3658897954.0
2018-04-21,COP,3808309316.0
2018-04-28,COP,4173501141.0
2018-05-05,COP,3900749860.0
2018-05-12,COP,3337107490.0
2018-05-19,COP,3125175597.0
2018-05-26,COP,3324743690.0
2018-06-02,COP,3502542183.0
2018-06-09,COP,3270460268.0
2018-06-16,COP,3280860111.0
2018-06-23,COP,3576517367.0
2018-06-30,COP,3824888121.0
2018-07-07,COP,3393208525.0
2018-07-14,COP,3556822618.0
2018-07-21,COP,3898201186.0
2018-07-28,COP,4408623702.0
2018-08-04,COP,4132208009.0
2018-08-11,COP,3427480233.0
2018-08-18,COP,4398086252.0
2018-08-25,COP,4434036491.0
2018-09-01,COP,3102808231.0
2018-09-08,COP,5043215882.0
2018-09-15,COP,5138969527.0
2018-09-22,COP,5466719190.0
2018-09-29,COP,4342437057.0
2018-10-06,COP,5189221979.0
2018-10-13,COP,6216128550.0
2018-10-20,COP,6248141691.0
2018-10-27,COP,7752577903.0
2018-11-03,COP,8126917802.0
2018-11-10,COP,7803897385.0
2018-11-17,COP,6087036392.0
2018-11-24,COP,7189623948.0
2018-12-01,COP,7029102814.0
2018-12-08,COP,7106834866.0
2018-12-15,COP,6359825416.0
2018-12-22,COP,8396848398.0
2018-12-29,COP,6414053305.0
2019-01-05,COP,4258262343.0
2019-01-12,COP,5610840709.0
2019-01-19,COP,7321511367.0
2019-01-26,COP,7172401786.0
2019-02-02,COP,6567474499.0
2019-02-09,COP,7633837233.0
2019-02-16,COP,6812113607.0
2019-02-23,COP,7902408641.0
2019-03-02,COP,7899007371.0
2019-03-09,COP,7387797087.0
2019-03-16,COP,7920704668.0
2019-03-23,COP,6868108061.0
2019-03-30,COP,7882215094.0
2019-04-06,COP,9002059817.0
2019-04-13,COP,7087865168.0
2019-04-20,COP,5307399928.0
2019-04-27,COP,7701655526.0
2019-05-04,COP,8039074991.0
2019-05-11,COP,10632752608.0
2019-05-18,COP,10132310389.0
2019-05-25,COP,9980602391.0
2019-06-01,COP,8352290672.0
2019-06-08,COP,7616449540.0
2019-06-15,COP,9208527186.0
2019-06-22,COP,9323279326.0
2019-06-29,COP,9258345858.0
2019-07-06,COP,7969072384.0
2019-07-13,COP,9228696978.0
2019-07-20,COP,8031350452.0
2019-07-27,COP,7040087054.0
2019-08-03,COP,9127793058.0
2019-08-10,COP,8105218971.0
2019-08-17,COP,8566942318.0
2019-08-24,COP,8688286330.0
2019-08-31,COP,9405221217.0
2019-09-07,COP,9925784522.0
2019-09-14,COP,9410529987.0
2019-09-21,COP,9032934011.0
2019-09-28,COP,7571910380.0
2019-10-05,COP,9475421935.0
2019-10-12,COP,8000724771.0
2019-10-19,COP,6669932819.0
2019-10-26,COP,8138785427.0
2019-11-02,COP,7511842264.0
2019-11-09,COP,7093025132.0
2019-11-16,COP,5251401316.0
2019-11-23,COP,6656303199.0
2019-11-30,COP,6750561041.0
2019-12-07,COP,7489796294.0
2019-12-14,COP,6432248844.0
2019-12-21,COP,6521676132.0
2019-12-28,COP,4768563828.0
2020-01-04,COP,3839559317.0
2020-01-11,COP,6028280613.0
2020-01-18,COP,6599040723.0
2020-01-25,COP,6006920595.0
2020-02-01,COP,7318680564.0
2020-02-08,COP,6995996689.0
2020-02-15,COP,7921685528.0
2020-02-22,COP,7804603774.0
2020-02-29,COP,7397192026.0
2020-03-07,COP,8394849328.0
2020-03-14,COP,9595178200.0
2020-03-21,COP,9660886673.0
2020-03-28,COP,8263544523.0
2020-04-04,COP,10311155988.0
2020-04-11,COP,8359158010.0
2020-04-18,COP,9906517596.0
2020-04-25,COP,9611885302.0
2020-05-02,COP,13089884986.0
2020-05-09,COP,15172265683.0
2020-05-16,COP,14401427570.0
2020-05-23,COP,11843543650.0
2020-05-30,COP,10623090414.0
2020-06-06,COP,11138631436.0
2020-06-13,COP,10356126034.0
2020-06-20,COP,9534923514.0
2020-06-27,COP,9598745292.0
2020-07-04,COP,10064465685.0
2020-07-11,COP,9308026107.0
2020-07-18,COP,9022706547.0
2020-07-25,COP,8572618092.0
2020-08-01,COP,11410658027.0
2020-08-08,COP,10582473051.0
2020-08-15,COP,10908333778.0
2020-08-22,COP,11002260349.0
2020-08-29,COP,10682246475.0
2020-09-05,COP,11598846440.0
2020-09-12,COP,10683343198.0
2020-09-19,COP,10988323955.0
2020-09-26,COP,12507194632.0
2020-10-03,COP,12936129972.0
2020-10-10,COP,13225727790.0
2020-10-17,COP,12789953168.0
2020-10-24,COP,13412024875.0
2020-10-31,COP,12118472500.0
2020-11-07,COP,13688552589.0
2020-11-14,COP,10968098700.0
2020-11-21,COP,12097610029.0
2020-11-28,COP,10766140252.0
2020-12-05,COP,11847290174.0
2020-12-12,COP,9736887718.0
2020-12-19,COP,11782984112.0
2020-12-26,COP,9830988853.0
2021-01-02,COP,10265693752.0
2021-01-09,COP,14886251000.0
2021-01-16,COP,11387562327.0
2021-01-23,COP,12297852214.0
2021-01-30,COP,11265415605.0
2021-02-06,COP,12549299535.0
2021-02-13,COP,14016261251.0
2021-02-20,COP,13462124820.0
2021-02-27,COP,12462184073.0
2021-03-06,COP,11216949878.0
2021-03-13,COP,10884086077.0
2021-03-20,COP,9813934132.0
2021-03-27,COP,9704518342.0
2021-04-03,COP,8124386560.0
2021-04-10,COP,9315619451.0
2021-04-17,COP,8783737169.0
2021-04-24,COP,8358545762.0
2021-05-01,COP,7021603069.0
2021-05-08,COP,8114595169.0
2021-05-15,COP,8302294201.0
2021-05-22,COP,7023633755.0
2021-05-29,COP,5905858759.0
2021-06-05,COP,6385539686.0
2021-06-12,COP,5004440824.0
2021-06-19,COP,5485013314.0
2021-06-26,COP,5512604455.0
2021-07-03,COP,6142675063.0
2021-07-10,COP,5105441710.0
2021-07-17,COP,5283061970.0
2021-07-24,COP,5116633713.0
2021-07-31,COP,5635327547.0
2021-08-07,COP,5910390955.0
2021-08-14,COP,5388438349.0
2021-08-21,COP,4944157647.0
2021-08-28,COP,4715523100.0
2021-09-04,COP,5255120275.0
2021-09-11,COP,4584407700.0
2021-09-18,COP,4775745573.0
2021-09-25,COP,4808051480.0
2021-10-02,COP,4710297969.0
2021-10-09,COP,5700537117.0
2021-10-16,COP,5772025707.0
2021-10-23,COP,5090693878.0
2021-10-30,COP,5153189898.0
2021-11-06,COP,4575246794.0
2021-11-13,COP,5935426770.0
2021-11-20,COP,5083497317.0
2021-11-27,COP,4684018823.0
2021-12-04,COP,5422205094.0
2021-12-11,COP,4369897985.0
2021-12-18,COP,3863066471.0
2021-12-25,COP,4032507694.0
2022-01-01,COP,3721199475.0
2022-01-08,COP,4285368955.0
2022-01-15,COP,3779843632.0
2022-01-22,COP,4392638221.0
2022-01-29,COP,4102939559.0
2022-02-05,COP,4223361119.0
2022-02-12,COP,4119693518.0
2022-02-19,COP,4142649611.0
2022-02-26,COP,3605822823.0
2022-03-05,COP,4224522602.0
2022-03-12,COP,3504823120.0
2022-03-19,COP,3500912422.0
2022-03-26,COP,3374510706.0
2022-04-02,COP,3689675101.0
2022-04-09,COP,3488529710.0
2022-04-16,COP,2850809870.0
2022-04-23,COP,3349521567.0
2022-04-30,COP,3567059100.0
2022-05-07,COP,3885762019.0
2022-05-14,COP,3958372589.0
2022-05-21,COP,3193380318.0
2022-05-28,COP,2983760432.0
2022-06-04,COP,3410470396.0
2022-06-11,COP,3109465543.0
2022-06-18,COP,3675291631.0
2022-06-25,COP,2607757093.0
2022-07-02,COP,2773609785.0
2022-07-09,COP,3075576502.0
2022-07-16,COP,3021658106.0
2022-07-23,COP,3174023903.0
