,hits,date,keyword,geo,time,gprop,category
280,0,1/1/2008,Bitcoin,IN,all,web,0
281,<1,2/1/2008,Bitcoin,IN,all,web,0
282,0,3/1/2008,Bitcoin,IN,all,web,0
283,0,4/1/2008,Bitcoin,IN,all,web,0
284,0,5/1/2008,Bitcoin,IN,all,web,0
285,<1,6/1/2008,Bitcoin,IN,all,web,0
286,0,7/1/2008,Bitcoin,IN,all,web,0
287,0,8/1/2008,Bitcoin,IN,all,web,0
288,<1,9/1/2008,Bitcoin,IN,all,web,0
289,0,10/1/2008,Bitcoin,IN,all,web,0
290,0,11/1/2008,Bitcoin,IN,all,web,0
291,0,12/1/2008,Bitcoin,IN,all,web,0
292,0,1/1/2009,Bitcoin,IN,all,web,0
293,<1,2/1/2009,Bitcoin,IN,all,web,0
294,0,3/1/2009,Bitcoin,IN,all,web,0
295,0,4/1/2009,Bitcoin,IN,all,web,0
296,0,5/1/2009,Bitcoin,IN,all,web,0
297,0,6/1/2009,Bitcoin,IN,all,web,0
298,0,7/1/2009,Bitcoin,IN,all,web,0
299,<1,8/1/2009,Bitcoin,IN,all,web,0
300,0,9/1/2009,Bitcoin,IN,all,web,0
301,<1,10/1/2009,Bitcoin,IN,all,web,0
302,<1,11/1/2009,Bitcoin,IN,all,web,0
303,0,12/1/2009,Bitcoin,IN,all,web,0
304,0,1/1/2010,Bitcoin,IN,all,web,0
305,0,2/1/2010,Bitcoin,IN,all,web,0
306,0,3/1/2010,Bitcoin,IN,all,web,0
307,0,4/1/2010,Bitcoin,IN,all,web,0
308,0,5/1/2010,Bitcoin,IN,all,web,0
309,0,6/1/2010,Bitcoin,IN,all,web,0
310,0,7/1/2010,Bitcoin,IN,all,web,0
311,0,8/1/2010,Bitcoin,IN,all,web,0
312,0,9/1/2010,Bitcoin,IN,all,web,0
313,0,10/1/2010,Bitcoin,IN,all,web,0
314,0,11/1/2010,Bitcoin,IN,all,web,0
315,0,12/1/2010,Bitcoin,IN,all,web,0
316,0,1/1/2011,Bitcoin,IN,all,web,0
317,0,2/1/2011,Bitcoin,IN,all,web,0
318,<1,3/1/2011,Bitcoin,IN,all,web,0
319,<1,4/1/2011,Bitcoin,IN,all,web,0
320,<1,5/1/2011,Bitcoin,IN,all,web,0
321,<1,6/1/2011,Bitcoin,IN,all,web,0
322,<1,7/1/2011,Bitcoin,IN,all,web,0
323,<1,8/1/2011,Bitcoin,IN,all,web,0
324,<1,9/1/2011,Bitcoin,IN,all,web,0
325,<1,10/1/2011,Bitcoin,IN,all,web,0
326,<1,11/1/2011,Bitcoin,IN,all,web,0
327,<1,12/1/2011,Bitcoin,IN,all,web,0
328,<1,1/1/2012,Bitcoin,IN,all,web,0
329,<1,2/1/2012,Bitcoin,IN,all,web,0
330,<1,3/1/2012,Bitcoin,IN,all,web,0
331,<1,4/1/2012,Bitcoin,IN,all,web,0
332,<1,5/1/2012,Bitcoin,IN,all,web,0
333,<1,6/1/2012,Bitcoin,IN,all,web,0
334,<1,7/1/2012,Bitcoin,IN,all,web,0
335,<1,8/1/2012,Bitcoin,IN,all,web,0
336,<1,9/1/2012,Bitcoin,IN,all,web,0
337,<1,10/1/2012,Bitcoin,IN,all,web,0
338,<1,11/1/2012,Bitcoin,IN,all,web,0
339,<1,12/1/2012,Bitcoin,IN,all,web,0
340,<1,1/1/2013,Bitcoin,IN,all,web,0
341,<1,2/1/2013,Bitcoin,IN,all,web,0
342,<1,3/1/2013,Bitcoin,IN,all,web,0
343,1,4/1/2013,Bitcoin,IN,all,web,0
344,1,5/1/2013,Bitcoin,IN,all,web,0
345,<1,6/1/2013,Bitcoin,IN,all,web,0
346,<1,7/1/2013,Bitcoin,IN,all,web,0
347,<1,8/1/2013,Bitcoin,IN,all,web,0
348,<1,9/1/2013,Bitcoin,IN,all,web,0
349,1,10/1/2013,Bitcoin,IN,all,web,0
350,2,11/1/2013,Bitcoin,IN,all,web,0
351,3,12/1/2013,Bitcoin,IN,all,web,0
352,2,1/1/2014,Bitcoin,IN,all,web,0
