snapped_at,price (open),market_cap,total_volume
2016-04-05 00:00:00 UTC,0.224013483,1779523.235,16898.61578
2016-04-06 00:00:00 UTC,0.192275136,1528036.271,9165.555171
2016-04-07 00:00:00 UTC,0.204541878,1626217.154,3700.981209
2016-04-08 00:00:00 UTC,0.19459041,1547880.897,2145.399186
2016-04-09 00:00:00 UTC,0.202134111,1608120.165,2639.320299
2016-04-10 00:00:00 UTC,0.194790858,1550821.96,4832.014787
2016-04-11 00:00:00 UTC,0.200004781,1593019.883,3649.784731
2016-04-12 00:00:00 UTC,0.196469441,1565517.034,1567.48061
2016-04-13 00:00:00 UTC,0.220751403,1759854.25,2952.913045
2016-04-14 00:00:00 UTC,0.273252523,2179591.095,9296.074824
2016-04-15 00:00:00 UTC,0.336323705,2684055.542,35007.5195
2016-04-16 00:00:00 UTC,0.35775429,2856470.167,25295.67546
2016-04-17 00:00:00 UTC,0.32530052,2598377.59,14495.46832
2016-04-18 00:00:00 UTC,0.283730963,2267317.957,17372.58232
2016-04-19 00:00:00 UTC,0.2880042,2302549.514,4906.70643
2016-04-20 00:00:00 UTC,0.29166456,2332859.733,4235.430483
2016-04-21 00:00:00 UTC,0.306799592,2455055.432,5599.050951
2016-04-22 00:00:00 UTC,0.366309202,2932816.895,9049.387036
2016-04-23 00:00:00 UTC,0.3614544,2895207.815,5586.284518
2016-04-24 00:00:00 UTC,0.30354918,2432266.424,12208.7859
2016-04-25 00:00:00 UTC,0.322588666,2585131.693,10278.51603
2016-04-26 00:00:00 UTC,0.29007072,2326366.304,4494.587202
2016-04-27 00:00:00 UTC,0.253116076,2030914.046,8097.67822
2016-04-28 00:00:00 UTC,0.224699488,1803704.132,5311.771003
2016-04-29 00:00:00 UTC,0.200884474,1613109.159,8805.134609
2016-04-30 00:00:00 UTC,0.206967018,1662702.449,3511.666496
2016-05-01 00:00:00 UTC,0.227631146,1829248.9,7033.33585
2016-05-02 00:00:00 UTC,0.249544453,2006834.494,4053.562649
2016-05-03 00:00:00 UTC,0.2530686,2036117.072,2101.814386
2016-05-04 00:00:00 UTC,0.242579942,1952579.808,2233.052822
2016-05-05 00:00:00 UTC,0.251414277,2024596.18,2063.261875
2016-05-06 00:00:00 UTC,0.24054095,1937880.636,1699.236902
2016-05-07 00:00:00 UTC,0.22158716,1785970.129,4721.744865
2016-05-08 00:00:00 UTC,0.22045584,1777633.32,1194.267946
2016-05-09 00:00:00 UTC,0.186084041,1501170.104,5241.312732
2016-05-10 00:00:00 UTC,0.189353076,1528234.407,2519.954005
2016-05-11 00:00:00 UTC,0.192628254,1555364.123,942.6115981
2016-05-12 00:00:00 UTC,0.178250005,1439903.36,2171.034122
2016-05-13 00:00:00 UTC,0.202471668,1636298.88,4387.438012
2016-05-14 00:00:00 UTC,0.20269428,1638838.386,1640.35929
2016-05-15 00:00:00 UTC,0.21518339,1740614.568,3134.249868
2016-05-16 00:00:00 UTC,0.203550971,1647231.956,2985.525071
2016-05-17 00:00:00 UTC,0.183258055,1483702.847,3206.020563
2016-05-18 00:00:00 UTC,0.182708513,1479919.223,2053.90773
2016-05-19 00:00:00 UTC,0.176220005,1428004.453,2344.31121
2016-05-20 00:00:00 UTC,0.194877027,1579938.992,5430.68185
2016-05-21 00:00:00 UTC,0.194989111,1581580.862,1048.366529
2016-05-22 00:00:00 UTC,0.184730429,1499070.623,1209.788351
2016-05-23 00:00:00 UTC,0.195023591,1583338.804,3302.052378
2016-05-24 00:00:00 UTC,0.213973578,1737855.739,4901.427898
2016-05-25 00:00:00 UTC,0.1975842,1605602.601,1396.883842
2016-05-26 00:00:00 UTC,0.201511456,1638277.859,1947.197045
2016-05-27 00:00:00 UTC,0.18006832,1464627.457,4412.27855
2016-05-28 00:00:00 UTC,0.200852385,1634399.531,1159.105964
2016-05-29 00:00:00 UTC,0.157502617,1281733.304,2353.340389
2016-05-30 00:00:00 UTC,0.160379387,1306262.362,1853.754949
2016-05-31 00:00:00 UTC,0.162084449,1320762.476,1606.02137
2016-06-01 00:00:00 UTC,0.150972432,1230784.18,3037.864885
2016-06-02 00:00:00 UTC,0.167576752,1366791.851,2797.51394
2016-06-03 00:00:00 UTC,0.17675576,1442345.027,6863.556591
2016-06-04 00:00:00 UTC,0.19499884,1591935.82,2548.16277
2016-06-05 00:00:00 UTC,0.172399948,1408092.432,1890.067003
2016-06-06 00:00:00 UTC,0.251844791,2057898.582,17791.73139
2016-06-07 00:00:00 UTC,0.219737731,1796389.348,1807.9369
2016-06-08 00:00:00 UTC,0.194214429,1588467.58,3131.571183
2016-06-09 00:00:00 UTC,0.20909951,1711021.353,1999.388817
2016-06-10 00:00:00 UTC,0.220112052,1801945.995,2290.49832
2016-06-11 00:00:00 UTC,0.251043337,2056106.938,8097.90283
2016-06-12 00:00:00 UTC,0.242492583,1987008.232,7805.825782
2016-06-13 00:00:00 UTC,0.246296556,2019113.063,4242.893533
2016-06-14 00:00:00 UTC,0.25379484,2081546.347,2625.054234
2016-06-15 00:00:00 UTC,0.241097418,1978331.858,2695.61879
2016-06-16 00:00:00 UTC,0.21432964,1759508.53,8063.42686
2016-06-17 00:00:00 UTC,0.20234313,1661902.604,5793.991165
2016-06-18 00:00:00 UTC,0.197676682,1624368.405,2705.610791
2016-06-19 00:00:00 UTC,0.229229081,1884506.945,5901.561205
2016-06-20 00:00:00 UTC,0.249624192,2053184.441,8391.33457
2016-06-21 00:00:00 UTC,0.202813165,1668979.35,2340.309037
2016-06-22 00:00:00 UTC,0.16691439,1374218.191,2026.661509
2016-06-23 00:00:00 UTC,0.17449684,1437342.162,2340.798178
2016-06-24 00:00:00 UTC,0.17858178,1471688.342,770.3727925
2016-06-25 00:00:00 UTC,0.177615559,1464424.658,565.285261
2016-06-26 00:00:00 UTC,0.16676609,1375648.307,663.0511402
2016-06-27 00:00:00 UTC,0.152337534,1257226.739,3630.201904
2016-06-28 00:00:00 UTC,0.15087613,1245713.593,3512.442133
2016-06-29 00:00:00 UTC,0.151072569,1247893.713,4308.651144
2016-06-30 00:00:00 UTC,0.159172992,1315374.09,4539.678505
2016-07-01 00:00:00 UTC,0.162657177,1344786.755,1410.844446
2016-07-02 00:00:00 UTC,0.156642483,1295353.29,1601.393167
2016-07-03 00:00:00 UTC,0.14956965,1237672.252,2472.399197
2016-07-04 00:00:00 UTC,0.16288632,1348502.289,1363.664114
2016-07-05 00:00:00 UTC,0.159950288,1324790.18,1934.111943
2016-07-06 00:00:00 UTC,0.17573894,1456239.462,2901.437668
2016-07-07 00:00:00 UTC,0.167209875,1386214.004,2291.62484
2016-07-08 00:00:00 UTC,0.16317508,1353351.595,1122.935337
2016-07-09 00:00:00 UTC,0.16020844,1329352.28,524.2964062
2016-07-10 00:00:00 UTC,0.156733864,1301108.463,1678.913134
2016-07-11 00:00:00 UTC,0.15921038,1322271.503,2037.56312
2016-07-12 00:00:00 UTC,0.167300884,1390088.656,1467.960973
2016-07-13 00:00:00 UTC,0.161911482,1345929.182,1415.901617
2016-07-14 00:00:00 UTC,0.162387611,1350485.039,1091.623869
2016-07-15 00:00:00 UTC,0.163893617,1363609.968,1101.747741
2016-07-16 00:00:00 UTC,0.165908425,1380962.335,546.1529975
2016-07-17 00:00:00 UTC,0.165842675,1381028.174,2244.10738
2016-07-18 00:00:00 UTC,0.16201876,1349791.087,1345.028113
2016-07-19 00:00:00 UTC,0.16189416,1349350.426,890.577179
2016-07-20 00:00:00 UTC,0.159672534,1331126.686,1076.086088
2016-07-21 00:00:00 UTC,0.160358896,1337757.525,868.7358472
2016-07-22 00:00:00 UTC,0.151248207,1262325.703,1448.035343
2016-07-23 00:00:00 UTC,0.152254763,1271309.609,1457.672009
2016-07-24 00:00:00 UTC,0.1506738,1258671.971,400.1586156
2016-07-25 00:00:00 UTC,0.145983472,1220028.69,580.3478377
2016-07-26 00:00:00 UTC,0.130262,1089136.474,2772.580448
2016-07-27 00:00:00 UTC,0.131780223,1102328.256,1108.322244
2016-07-28 00:00:00 UTC,0.1311782,1097780.77,1531.693501
2016-07-29 00:00:00 UTC,0.125749907,1052834.056,439.3727206
2016-07-30 00:00:00 UTC,0.125182496,1048558.257,488.7075128
2016-07-31 00:00:00 UTC,0.118521365,993220.1765,422.3095049
2016-08-01 00:00:00 UTC,0.115097987,964990.3895,1058.670189
2016-08-02 00:00:00 UTC,0.100094178,839585.6636,1672.817976
2016-08-03 00:00:00 UTC,0.110470599,927049.827,449.8044106
2016-08-04 00:00:00 UTC,0.114454862,960951.4597,739.8634422
2016-08-05 00:00:00 UTC,0.112568525,945555.5744,420.3492341
2016-08-06 00:00:00 UTC,0.117527,987619.5752,564.7727248
2016-08-07 00:00:00 UTC,0.121496838,1021491.587,1682.875306
2016-08-08 00:00:00 UTC,0.118207478,994320.9993,589.2080391
2016-08-09 00:00:00 UTC,0.1170605,985117.0188,552.9747505
2016-08-10 00:00:00 UTC,0.118458683,997359.2063,784.0396663
2016-08-11 00:00:00 UTC,0.123387146,1039352.116,838.8040908
2016-08-12 00:00:00 UTC,0.123159569,1037925.916,837.2569933
2016-08-13 00:00:00 UTC,0.119815838,1010239.695,519.7166675
2016-08-14 00:00:00 UTC,0.114284317,964064.4399,455.2963729
2016-08-15 00:00:00 UTC,0.113689194,959468.4708,289.8748566
2016-08-16 00:00:00 UTC,0.107990944,911801.4535,1681.97806
2016-08-17 00:00:00 UTC,0.100576749,849619.7722,978.2044427
2016-08-18 00:00:00 UTC,0.100152763,846465.0104,417.1975696
2016-08-19 00:00:00 UTC,0.103285783,873355.0424,607.356706
2016-08-20 00:00:00 UTC,0.102489856,867034.1535,524.9122076
2016-08-21 00:00:00 UTC,0.116012,981888.9082,1457.840986
2016-08-22 00:00:00 UTC,0.111197177,941579.2221,603.7541199
2016-08-23 00:00:00 UTC,0.105342688,892428.9093,537.503359
2016-08-24 00:00:00 UTC,0.104025313,881665.915,1640.209383
2016-08-25 00:00:00 UTC,0.099380062,842683.9913,405.8344123
2016-08-26 00:00:00 UTC,0.093941868,796950.854,463.4451495
2016-08-27 00:00:00 UTC,0.095702544,812268.5473,2146.420064
2016-08-28 00:00:00 UTC,0.103240919,876658.5999,557.8208299
2016-08-29 00:00:00 UTC,0.106492585,904701.0477,489.0894816
2016-08-30 00:00:00 UTC,0.10110204,859294.7487,1124.370635
2016-08-31 00:00:00 UTC,0.10349292,880023.4814,662.5213528
2016-09-01 00:00:00 UTC,0.107744715,916597.1121,890.6205648
2016-09-02 00:00:00 UTC,0.109179147,929256.3626,646.6396184
2016-09-03 00:00:00 UTC,0.138019143,1175259.084,3344.861376
2016-09-04 00:00:00 UTC,0.133929797,1140966.956,2257.006959
2016-09-05 00:00:00 UTC,0.126794621,1080693.628,391.7716194
2016-09-06 00:00:00 UTC,0.129464966,1103958.378,572.105266
2016-09-07 00:00:00 UTC,0.13516993,1153158.866,782.8729241
2016-09-08 00:00:00 UTC,0.131410722,1121597.606,1356.171882
2016-09-09 00:00:00 UTC,0.131223538,1120549.543,674.0160516
2016-09-10 00:00:00 UTC,0.112138123,958001.8145,1826.50538
2016-09-11 00:00:00 UTC,0.110203649,941944.9707,1259.941682
2016-09-12 00:00:00 UTC,0.106207181,908214.4565,2615.249744
2016-09-13 00:00:00 UTC,0.106466198,910848.0237,509.9359093
2016-09-14 00:00:00 UTC,0.109522584,937430.3031,364.6005414
2016-09-15 00:00:00 UTC,0.107793916,923081.5613,1469.215286
2016-09-16 00:00:00 UTC,0.106450192,912016.49,1775.66187
2016-09-17 00:00:00 UTC,0.10504531,900417.8258,456.598295
2016-09-18 00:00:00 UTC,0.110021432,943505.7368,758.7340327
2016-09-19 00:00:00 UTC,0.110038044,944099.6783,1193.001883
2016-09-20 00:00:00 UTC,0.10976934,942235.5334,904.0025756
2016-09-21 00:00:00 UTC,0.104933382,901148.1606,734.0881908
2016-09-22 00:00:00 UTC,0.103653722,890544.9962,351.4904873
2016-09-23 00:00:00 UTC,0.107016486,919864.3834,389.9203014
2016-09-24 00:00:00 UTC,0.106858149,918936.6944,335.4995386
2016-09-25 00:00:00 UTC,0.104519891,899253.2894,329.5350733
2016-09-26 00:00:00 UTC,0.106412327,915925.3794,505.1175873
2016-09-27 00:00:00 UTC,0.114799425,988606.0395,1052.234386
2016-09-28 00:00:00 UTC,0.11051092,952098.7683,1433.397053
2016-09-29 00:00:00 UTC,0.11008635,948870.2457,399.4546365
2016-09-30 00:00:00 UTC,0.123725658,1066924.581,1241.043304
2016-10-01 00:00:00 UTC,0.122812,1059519.265,709.6633047
2016-10-02 00:00:00 UTC,0.115052634,993020.3178,1178.379737
2016-10-03 00:00:00 UTC,0.11611941,1002696.563,367.9684525
2016-10-04 00:00:00 UTC,0.116895358,1009862.392,400.789705
2016-10-05 00:00:00 UTC,0.11649225,1006850.902,436.2932508
2016-10-06 00:00:00 UTC,0.119202198,1030738.307,1189.266412
2016-10-07 00:00:00 UTC,0.122350243,1058439.593,521.505328
2016-10-08 00:00:00 UTC,0.127166262,1100606.064,1215.68335
2016-10-09 00:00:00 UTC,0.124160154,1074995.87,980.5042807
2016-10-10 00:00:00 UTC,0.117745526,1019457.131,1175.681973
2016-10-11 00:00:00 UTC,0.1185295,1026244.887,574.4419321
2016-10-12 00:00:00 UTC,0.115777509,1002417.766,553.0534485
2016-10-13 00:00:00 UTC,0.125109243,1083213.217,1422.470638
2016-10-14 00:00:00 UTC,0.123085777,1065693.763,699.8833323
2016-10-15 00:00:00 UTC,0.121458369,1051603.445,420.4936261
2016-10-16 00:00:00 UTC,0.121225678,1049588.768,874.8809344
2016-10-17 00:00:00 UTC,0.129109331,1117846.532,2369.085614
2016-10-18 00:00:00 UTC,0.129984366,1125422.706,1129.575323
2016-10-19 00:00:00 UTC,0.12759795,1104760.787,724.0679811
2016-10-20 00:00:00 UTC,0.129479755,1121053.716,1854.457161
2016-10-21 00:00:00 UTC,0.127285061,1102051.751,3272.239929
2016-10-22 00:00:00 UTC,0.143544021,1242824.09,3304.921452
2016-10-23 00:00:00 UTC,0.142924282,1237458.302,2104.489136
2016-10-24 00:00:00 UTC,0.162353767,1405681.478,7444.656866
2016-10-25 00:00:00 UTC,0.216008735,1870233.654,37154.79513
2016-10-26 00:00:00 UTC,0.248773893,2153918.944,32450.23929
2016-10-27 00:00:00 UTC,0.168239476,1456640.767,55349.51657
2016-10-28 00:00:00 UTC,0.169270101,1465564.063,55688.58447
2016-10-29 00:00:00 UTC,0.185999784,1610411.983,24732.09592
2016-10-30 00:00:00 UTC,0.148833882,1288624.442,20667.77432
2016-10-31 00:00:00 UTC,0.139428844,1207194.31,9829.95957
2016-11-01 00:00:00 UTC,0.116680092,1010232.456,9405.203147
2016-11-02 00:00:00 UTC,0.13181911,1141308.18,1789.860053
2016-11-03 00:00:00 UTC,0.119374666,1033562.453,1201.956601
2016-11-04 00:00:00 UTC,0.142296634,1232024.034,5639.111986
2016-11-05 00:00:00 UTC,0.138910679,1202707.971,7437.251464
2016-11-06 00:00:00 UTC,0.137148404,1187449.946,833.1045898
2016-11-07 00:00:00 UTC,0.141564485,1225684.991,1509.702971
2016-11-08 00:00:00 UTC,0.138810452,1201840.188,1744.462987
2016-11-09 00:00:00 UTC,0.13269666,1148906.127,2196.986036
2016-11-10 00:00:00 UTC,0.138313552,1197537.961,3579.898103
2016-11-11 00:00:00 UTC,0.128965935,1116604.991,384.1821254
2016-11-12 00:00:00 UTC,0.128372862,1111470.08,718.6662037
2016-11-13 00:00:00 UTC,0.12803773,1108568.468,500.9295927
2016-11-14 00:00:00 UTC,0.129186205,1118512.12,1272.208193
2016-11-15 00:00:00 UTC,0.127333993,1102475.415,2455.182439
2016-11-16 00:00:00 UTC,0.123478194,1069091.367,878.1264797
2016-11-17 00:00:00 UTC,0.13217315,1144373.508,6391.484032
2016-11-18 00:00:00 UTC,0.123722352,1071205.318,729.3055872
2016-11-19 00:00:00 UTC,0.124072789,1074239.457,677.318794
2016-11-20 00:00:00 UTC,0.120938771,1047104.687,670.0982323
2016-11-21 00:00:00 UTC,0.12520585,1084049.653,645.6544346
2016-11-22 00:00:00 UTC,0.129903991,1124726.81,1713.818375
2016-11-23 00:00:00 UTC,0.125664746,1088022.84,3739.903081
2016-11-24 00:00:00 UTC,0.125571465,1087215.202,1276.367242
2016-11-25 00:00:00 UTC,0.125221511,1084185.245,285.1016845
2016-11-26 00:00:00 UTC,0.117970142,1021401.886,231.7218449
2016-11-27 00:00:00 UTC,0.118267871,1023979.669,499.6076851
2016-11-28 00:00:00 UTC,0.124420543,1077250.359,788.0884589
2016-11-29 00:00:00 UTC,0.117836046,1020240.867,649.5746157
2016-11-30 00:00:00 UTC,0.119594003,1035461.499,662.7060583
2016-12-01 00:00:00 UTC,0.117845577,1020323.386,1050.607461
2016-12-02 00:00:00 UTC,0.10881227,942111.7623,930.7166186
2016-12-03 00:00:00 UTC,0.109531848,948341.9692,2381.059331
2016-12-04 00:00:00 UTC,0.122626672,1061718.769,4792.015861
2016-12-05 00:00:00 UTC,0.1354032,1172339.727,3226.078415
2016-12-06 00:00:00 UTC,0.136572237,1182461.411,3659.704279
2016-12-07 00:00:00 UTC,0.142607652,1234716.875,3958.362769
2016-12-08 00:00:00 UTC,0.138369187,1198019.652,1396.355613
2016-12-09 00:00:00 UTC,0.138964053,1203170.087,506.2209611
2016-12-10 00:00:00 UTC,0.139162734,1204890.295,2179.56493
2016-12-11 00:00:00 UTC,0.128471521,1112324.286,1964.498575
2016-12-12 00:00:00 UTC,0.124704886,1079712.241,517.1458848
2016-12-13 00:00:00 UTC,0.1245144,1078062.983,731.9963187
2016-12-14 00:00:00 UTC,0.124142608,1074843.956,390.3007712
2016-12-15 00:00:00 UTC,0.1240916,1074402.322,414.431005
2016-12-16 00:00:00 UTC,0.122349639,1059320.182,569.140263
2016-12-17 00:00:00 UTC,0.122473232,1060390.265,641.0709214
2016-12-18 00:00:00 UTC,0.118274079,1024033.42,1113.906719
2016-12-19 00:00:00 UTC,0.115435991,999460.8594,3102.513441
2016-12-20 00:00:00 UTC,0.107746451,932883.7473,4316.419723
2016-12-21 00:00:00 UTC,0.10920461,945508.6899,965.4512721
2016-12-22 00:00:00 UTC,0.107558286,931254.5917,3167.594969
2016-12-23 00:00:00 UTC,0.099459365,861133.0058,5268.279027
2016-12-24 00:00:00 UTC,0.097808522,846839.7771,535.0725624
2016-12-25 00:00:00 UTC,0.09727709,842238.5657,665.6463291
2016-12-26 00:00:00 UTC,0.098185513,850103.8221,368.6070273
2016-12-27 00:00:00 UTC,0.101041256,874829.2413,408.5260924
2016-12-28 00:00:00 UTC,0.09917971,858711.7152,4630.226118
2016-12-29 00:00:00 UTC,0.097706577,845957.1224,987.8664049
2016-12-30 00:00:00 UTC,0.115311,998378.6662,845.0739591
2016-12-31 00:00:00 UTC,0.130583445,1130609.617,3317.496582
2017-01-01 00:00:00 UTC,0.109266514,946044.6663,4753.65452
2017-01-02 00:00:00 UTC,0.122303856,1058923.785,1969.496762
2017-01-03 00:00:00 UTC,0.124916141,1081541.31,4039.427849
2017-01-04 00:00:00 UTC,0.135702,1174926.779,4984.689084
2017-01-05 00:00:00 UTC,0.120891155,1046692.424,5911.897917
2017-01-06 00:00:00 UTC,0.109071965,944360.234,1062.187114
2017-01-07 00:00:00 UTC,0.111609771,966332.9128,974.9982723
2017-01-08 00:00:00 UTC,0.109006523,943793.6315,458.3997909
2017-01-09 00:00:00 UTC,0.109226687,945699.8368,548.7211054
2017-01-10 00:00:00 UTC,0.1132261,980327.3122,2215.559535
2017-01-11 00:00:00 UTC,0.096591617,836303.6454,1088.58689
2017-01-12 00:00:00 UTC,0.106379817,921051.2461,2464.698584
2017-01-13 00:00:00 UTC,0.108875067,942655.4597,1452.210461
2017-01-14 00:00:00 UTC,0.10972758,950036.6419,542.8917176
2017-01-15 00:00:00 UTC,0.111434897,964818.8255,1152.01429
2017-01-16 00:00:00 UTC,0.111134353,962216.6734,2033.865686
2017-01-17 00:00:00 UTC,0.118190815,1023312.503,2345.663458
2017-01-18 00:00:00 UTC,0.114057257,987523.5838,504.816291
2017-01-19 00:00:00 UTC,0.117080021,1013695.092,466.2463104
2017-01-20 00:00:00 UTC,0.124358503,1076713.201,799.4152511
2017-01-21 00:00:00 UTC,0.120606507,1044227.905,851.5669287
2017-01-22 00:00:00 UTC,0.120837459,1046227.516,326.1734997
2017-01-23 00:00:00 UTC,0.119476353,1034442.873,559.1015376
2017-01-24 00:00:00 UTC,0.115161402,997083.425,463.2162644
2017-01-25 00:00:00 UTC,0.116160529,1005734.004,467.2350746
2017-01-26 00:00:00 UTC,0.122649086,1061912.838,1961.481944
2017-01-27 00:00:00 UTC,0.119368192,1033506.4,567.7785098
2017-01-28 00:00:00 UTC,0.111690136,967028.7194,1117.934132
2017-01-29 00:00:00 UTC,0.115693875,1001693.649,674.390101
2017-01-30 00:00:00 UTC,0.113302195,980986.1535,294.2406039
2017-01-31 00:00:00 UTC,0.116337196,1007263.613,601.3918648
2017-02-01 00:00:00 UTC,0.118437885,1025451.667,2857.185056
2017-02-02 00:00:00 UTC,0.120966036,1047340.751,1428.545422
2017-02-03 00:00:00 UTC,0.121345379,1050625.156,406.6155307
2017-02-04 00:00:00 UTC,0.12836651,1111415.084,3537.565154
2017-02-05 00:00:00 UTC,0.121627375,1053066.723,869.4200748
2017-02-06 00:00:00 UTC,0.122936856,1064404.387,2795.954667
2017-02-07 00:00:00 UTC,0.126190515,1092575.019,4717.38556
2017-02-08 00:00:00 UTC,0.129791507,1123752.908,2508.597868
2017-02-09 00:00:00 UTC,0.106514993,922221.6106,2577.285104
2017-02-10 00:00:00 UTC,0.105511037,913529.2223,686.9591935
2017-02-11 00:00:00 UTC,0.107413044,929997.0686,445.8683195
2017-02-12 00:00:00 UTC,0.115061962,996222.4606,671.0928545
2017-02-13 00:00:00 UTC,0.105841867,916393.5956,613.0923506
2017-02-14 00:00:00 UTC,0.107349172,929444.0514,346.0472267
2017-02-15 00:00:00 UTC,0.112661775,975441.306,1071.911575
2017-02-16 00:00:00 UTC,0.119614181,1035636.207,647.4733956
2017-02-17 00:00:00 UTC,0.118391268,1025048.05,940.5775623
2017-02-18 00:00:00 UTC,0.118373491,1024894.136,1703.163412
2017-02-19 00:00:00 UTC,0.112514067,974162.4315,843.52709
2017-02-20 00:00:00 UTC,0.114983874,995546.3667,393.1592795
2017-02-21 00:00:00 UTC,0.133039149,1151871.444,2485.403888
2017-02-22 00:00:00 UTC,0.127528817,1104162.221,793.6103324
2017-02-23 00:00:00 UTC,0.135806375,1175830.472,509.878467
2017-02-24 00:00:00 UTC,0.127534068,1104207.688,792.8605757
2017-02-25 00:00:00 UTC,0.125295331,1084824.391,492.075352
2017-02-26 00:00:00 UTC,0.12987403,1124467.404,404.6403614
2017-02-27 00:00:00 UTC,0.133629104,1156979.357,1277.229557
2017-02-28 00:00:00 UTC,0.133317072,1154277.74,402.7681769
2017-03-01 00:00:00 UTC,0.146991329,1272671.356,578.0635549
2017-03-02 00:00:00 UTC,0.146401396,1267563.636,1177.66848
2017-03-03 00:00:00 UTC,0.152160646,1317428.023,1868.141536
2017-03-04 00:00:00 UTC,0.15225852,1318275.43,2970.767922
2017-03-05 00:00:00 UTC,0.155700426,1348075.931,1708.844025
2017-03-06 00:00:00 UTC,0.156293102,1353207.401,1760.464655
2017-03-07 00:00:00 UTC,0.152912143,1323934.586,1275.620162
2017-03-08 00:00:00 UTC,0.144853506,1254161.79,1135.892584
2017-03-09 00:00:00 UTC,0.152487816,1320260.708,3151.213383
2017-03-10 00:00:00 UTC,0.14290731,1237311.354,1685.075947
2017-03-11 00:00:00 UTC,0.156189283,1352308.519,897.5158549
2017-03-12 00:00:00 UTC,0.1599728,1385066.739,3984.827104
2017-03-13 00:00:00 UTC,0.162733835,1408972.167,1944.812351
2017-03-14 00:00:00 UTC,0.163297657,1413853.813,1046.278465
2017-03-15 00:00:00 UTC,0.164870452,1427471.287,1314.377216
2017-03-16 00:00:00 UTC,0.160071926,1385924.981,2225.424612
2017-03-17 00:00:00 UTC,0.142847187,1236790.801,2916.927958
2017-03-18 00:00:00 UTC,0.136079145,1178192.148,7739.673599
2017-03-19 00:00:00 UTC,0.143341118,1241067.323,5698.778127
2017-03-20 00:00:00 UTC,0.14218661,1231071.437,3127.054459
2017-03-21 00:00:00 UTC,0.15132867,1310224.662,2281.901028
2017-03-22 00:00:00 UTC,0.145102195,1256314.975,440.3523095
2017-03-23 00:00:00 UTC,0.147734482,1279105.685,2026.562973
2017-03-24 00:00:00 UTC,0.132518209,1147361.071,1437.327425
2017-03-25 00:00:00 UTC,0.135158076,1170217.411,2878.96996
2017-03-26 00:00:00 UTC,0.133626008,1156952.551,1877.578709
2017-03-27 00:00:00 UTC,0.148075307,1282056.588,6625.284045
2017-03-28 00:00:00 UTC,0.149395246,1293484.806,1285.541278
2017-03-29 00:00:00 UTC,0.14954976,1294822.609,1917.112895
2017-03-30 00:00:00 UTC,0.150063171,1299267.793,2592.28916
2017-03-31 00:00:00 UTC,0.164298133,1422516.074,3049.267488
2017-04-01 00:00:00 UTC,0.16270113,1408688.997,2623.666206
2017-04-02 00:00:00 UTC,0.160317928,,6216.861397
2017-04-03 00:00:00 UTC,0.167459679,1449889.178,4416.628313
2017-04-04 00:00:00 UTC,0.167544244,1450621.354,2253.196913
2017-04-05 00:00:00 UTC,0.166373718,1440486.776,2564.755486
2017-04-06 00:00:00 UTC,0.176814268,1530882.51,4406.602277
2017-04-07 00:00:00 UTC,0.173704662,1503959.108,4764.287319
2017-04-08 00:00:00 UTC,0.17267068,1495006.745,566.6737032
2017-04-09 00:00:00 UTC,0.174978741,1514990.259,516.4023812
2017-04-10 00:00:00 UTC,0.18157725,1572121.07,3267.07859
2017-04-11 00:00:00 UTC,0.185219318,1603654.601,2482.331152
2017-04-12 00:00:00 UTC,0.185425108,1605436.357,3378.672759
2017-04-13 00:00:00 UTC,0.174957141,1514803.246,3493.275082
2017-04-14 00:00:00 UTC,0.17755305,1537278.987,981.7297332
2017-04-15 00:00:00 UTC,0.17704845,1532910.09,1300.110286
2017-04-16 00:00:00 UTC,0.173913046,1505763.326,3714.746095
2017-04-17 00:00:00 UTC,0.175962929,1523511.502,3181.095051
2017-04-18 00:00:00 UTC,0.17898426,1549670.602,799.5221318
2017-04-19 00:00:00 UTC,0.174346555,1509516.708,6027.849717
2017-04-20 00:00:00 UTC,0.18495084,1601330.081,8355.842443
2017-04-21 00:00:00 UTC,0.184483163,1597280.864,2268.351885
2017-04-22 00:00:00 UTC,0.18245182,1579693.218,8167.752549
2017-04-23 00:00:00 UTC,0.184667664,1598878.304,1485.253008
2017-04-24 00:00:00 UTC,0.183806074,1591418.537,14481.2827
2017-04-25 00:00:00 UTC,0.192374384,1665604.156,19387.77021
2017-04-26 00:00:00 UTC,0.19571126,1694495.289,7035.519263
2017-04-27 00:00:00 UTC,0.204423034,1769923.046,1710.767918
2017-04-28 00:00:00 UTC,0.204892471,1773987.497,9108.843769
2017-04-29 00:00:00 UTC,0.207822737,1799358.14,5322.071733
2017-04-30 00:00:00 UTC,0.215981808,1870000.515,4912.569775
2017-05-01 00:00:00 UTC,0.217858273,1886247.206,5101.318678
2017-05-02 00:00:00 UTC,0.231451478,2003939.065,5519.422215
2017-05-03 00:00:00 UTC,0.240702435,2084035.14,2275.19591
2017-05-04 00:00:00 UTC,0.2473944,2141975.103,8963.87784
2017-05-05 00:00:00 UTC,0.254476221,2203290.493,15572.0501
2017-05-06 00:00:00 UTC,0.330350155,2860217.565,51000.68189
2017-05-07 00:00:00 UTC,0.30821173,2668540.004,20342.0305
2017-05-08 00:00:00 UTC,0.277674598,2404145.269,14051.56829
2017-05-09 00:00:00 UTC,0.292600548,2533376.213,8343.701996
