Timezones are UTC,https://www.CryptoDataDownload.com,,,,,,,
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume MON,Volume AJPY
1593561600,7/1/2020,MONAJPY,180.9,182,178,180.9,27286,4916603.7
1593475200,6/30/2020,MONAJPY,181,182.8,178.4,180.9,35506,6419514.1
1593388800,6/29/2020,MONAJPY,180,183,177,181,37031,6699518.7
1593302400,6/28/2020,MONAJPY,177.1,182.4,175,180,49423,8789503.5
1593216000,6/27/2020,MONAJPY,181.3,183.6,177,177.1,45135,8077629.3
1593129600,6/26/2020,MONAJPY,187.2,187.4,180,181.3,64466,11767111.5
1593043200,6/25/2020,MONAJPY,189.5,190,185,187.2,47306,8843503.3
1592956800,6/24/2020,MONAJPY,192.4,194.2,188,189.5,76195,14553037.9
1592870400,6/23/2020,MONAJPY,194.6,197,190.7,192.4,42278,8154984.1
1592784000,6/22/2020,MONAJPY,184.8,196,184.8,194.6,60070,11477693.4
1592697600,6/21/2020,MONAJPY,183.5,187.9,183.5,184.8,56334,10464326.1
1592611200,6/20/2020,MONAJPY,181,184.9,181,183.5,29678,5442192.8
1592524800,6/19/2020,MONAJPY,186.5,186.5,180.2,181,69595,12741020.1
1592438400,6/18/2020,MONAJPY,180.8,186.5,178.5,186.5,59170,10747032.7
1592352000,6/17/2020,MONAJPY,183.1,184.1,180,180.8,48990,8895885.1
1592265600,6/16/2020,MONAJPY,184,185.4,180.4,183.1,52825,9671616.5
1592179200,6/15/2020,MONAJPY,185,186,174.5,184,104754,18890411.7
1592092800,6/14/2020,MONAJPY,190.5,190.5,184.5,185,48994,9158423.7
